time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,train/learning_rate,train/critic_loss,train/actor_loss,rollout/ep_rew_mean,train/n_updates,time/fps,time/episodes,eval/mean_ep_length,eval/mean_reward
22768,218306,327.71,0.0003,1.993051528930664,-17.100910186767578,360.25408732000005,218205,9,1000,,
22833,219085,321.86,0.0003,2.2763071060180664,-17.46819305419922,340.57792669,218984,9,1004,,
22908,219863,320.57,0.0003,2.142294406890869,-16.535350799560547,338.09638279000006,219762,9,1008,,
23078,221942,318.4,0.0003,2.083829879760742,-17.96004867553711,312.85321718,221841,9,1012,,
23315,224335,331.57,0.0003,2.3452227115631104,-18.53835678100586,345.01910849,224234,9,1016,,
23420,225448,325.94,0.0003,1.8184359073638916,-17.66837501525879,323.13724834,225347,9,1020,,
23706,228537,343.58,0.0003,2.125915765762329,-16.48056411743164,378.19952022999996,228436,9,1024,,
23906,230753,354.97,0.0003,1.7863304615020752,-17.96366310119629,399.45123959000006,230652,9,1028,,
24086,232694,372.02,0.0003,2.7360622882843018,-16.759822845458984,420.60525784,232593,9,1032,,
24203,233870,373.34,0.0003,2.143813133239746,-16.851451873779297,429.43898955,233769,9,1036,,
24365,235456,371.39,0.0003,3.429192543029785,-18.807647705078125,422.48462362,235355,9,1040,,
24566,237442,380.05,0.0003,1.5721640586853027,-18.720203399658203,446.78084218000004,237341,9,1044,,
24752,239269,373.46,0.0003,2.3479011058807373,-17.472400665283203,445.42612975,239168,9,1048,,
24957,241346,377.08,0.0003,1.8511682748794556,-17.57776641845703,469.42530272000005,241245,9,1052,,
25223,243865,379.25,0.0003,1.9125499725341797,-16.892608642578125,485.40140743999996,243764,9,1056,,
25504,246710,401.08,0.0003,2.2807812690734863,-18.936342239379883,524.2769636199998,246609,9,1060,,
25715,248792,417.61,0.0003,2.1313676834106445,-18.439250946044922,554.99090646,248691,9,1064,,
25982,251790,424.59,0.0003,1.9320576190948486,-16.69062042236328,573.69622084,251689,9,1068,,
26250,254930,442.73,0.0003,1.4864966869354248,-17.649089813232422,588.77800014,254829,9,1072,,
26469,257458,458.35,0.0003,1.347368836402893,-18.181907653808594,626.09082927,257357,9,1076,,
26735,260534,477.85,0.0003,1.3984931707382202,-19.588924407958984,670.7710684799999,260433,9,1080,,
26836,261691,478.95,0.0003,1.314574122428894,-16.97353744506836,677.35027669,261590,9,1084,,
