time/time_elapsed,train/actor_loss,rollout/ep_len_mean,time/fps,train/n_updates,time/episodes,time/total_timesteps,train/learning_rate,rollout/ep_rew_mean,train/critic_loss,eval/mean_reward,eval/mean_ep_length
15443,-17.085018157958984,264.02,13,207823,1136,207924,0.0003,351.74537769,4.941715717315674,,
15559,-19.630571365356445,274.31,13,209338,1140,209439,0.0003,374.41255748000003,4.446988105773926,,
15604,-16.602340698242188,263.63,13,209938,1144,210039,0.0003,352.01145573,6.897519111633301,,
15660,-19.698413848876953,261.46,13,210729,1148,210830,0.0003,351.78444293,7.995636940002441,,
15742,-17.295875549316406,258.86,13,211769,1152,211870,0.0003,357.68246196000007,4.990492820739746,,
15878,-17.321678161621094,267.98,13,213614,1156,213715,0.0003,383.23561966,6.1449127197265625,,
16028,-18.836000442504883,282.99,13,215628,1160,215729,0.0003,399.02367582000005,4.393268585205078,,
16120,-16.85297203063965,284.16,13,216858,1164,216959,0.0003,396.81366263,8.135858535766602,,
16224,-17.701902389526367,276.24,13,218260,1168,218361,0.0003,372.02812902000005,4.794996738433838,,
16416,-16.80707550048828,294.18,13,220933,1172,221034,0.0003,414.69158449999986,4.578958511352539,,
16523,-17.63947296142578,305.38,13,222467,1176,222568,0.0003,442.5558633,4.493893146514893,,
16560,-16.913532257080078,300.66,13,222934,1180,223035,0.0003,433.97721839999997,7.0540618896484375,,
16691,-16.796085357666016,304.55,13,224872,1184,224973,0.0003,447.21452454000007,5.12495231628418,,
16766,-17.50650405883789,303.24,13,225854,1188,225955,0.0003,445.26651328,6.102222919464111,,
16873,-18.56264877319336,302.87,13,227289,1192,227390,0.0003,450.73828607999997,7.135900974273682,,
16921,-18.957792282104492,300.89,13,227892,1196,227993,0.0003,451.5832453399999,5.446281433105469,,
17007,-17.119651794433594,303.27,13,229184,1200,229285,0.0003,466.08577921999995,3.701058864593506,,
17091,-18.821020126342773,308.34,13,230381,1204,230482,0.0003,487.29814436999993,8.95510482788086,,
17138,-18.815288543701172,311.9,13,231048,1208,231149,0.0003,499.28555887000005,10.589241027832031,,
17281,-18.30420684814453,321.38,13,233007,1212,233108,0.0003,521.58728504,7.231738090515137,,
17321,-18.136621475219727,313.23,13,233530,1216,233631,0.0003,507.45946419,7.571052551269531,,
17345,-18.039079666137695,299.56,13,233867,1220,233968,0.0003,485.76751092000006,14.969291687011719,,
17434,-19.318078994750977,300.15,13,235264,1224,235365,0.0003,486.51256093000006,4.745450019836426,,
17505,-19.631267547607422,297.39,13,236442,1228,236543,0.0003,481.05365345999996,13.32159423828125,,
17523,-17.587648391723633,295.48,13,236665,1232,236766,0.0003,482.50496572,7.79758358001709,,
17564,-17.841169357299805,293.91,13,237214,1236,237315,0.0003,478.07386922,6.146661758422852,,
17614,-16.586734771728516,285.41,13,237879,1240,237980,0.0003,459.55220956,7.104145526885986,,
17699,-18.195205688476562,291.38,13,239076,1244,239177,0.0003,471.2008328700001,5.519621849060059,,
17818,-16.985549926757812,300.31,13,240760,1248,240861,0.0003,488.42022844999997,3.5407001972198486,,
17897,-17.66351318359375,301.04,13,241873,1252,241974,0.0003,487.21963311,6.590145111083984,,
17963,-19.455371856689453,291.54,13,242768,1256,242869,0.0003,470.37906964000007,3.9453959465026855,,
17990,-19.123050689697266,274.93,13,243121,1260,243222,0.0003,451.29059858,3.695039987564087,,
18091,-19.972782135009766,276.7,13,244528,1264,244629,0.0003,467.05907688,8.011568069458008,,
18160,-18.681888580322266,272.21,13,245481,1268,245582,0.0003,461.07487557,3.989877223968506,,
18229,-18.681903839111328,255.33,13,246466,1272,246567,0.0003,428.4247902199999,3.4678425788879395,,
18400,-19.077945709228516,263.86,13,248853,1276,248954,0.0003,441.10558979999996,6.1562886238098145,,
18522,-16.466764450073242,277.63,13,250697,1280,250798,0.0003,473.16549199,6.102422714233398,,
18599,-18.21133804321289,269.04,13,251776,1284,251877,0.0003,458.2031205200001,12.054752349853516,,
18647,-18.237356185913086,264.84,13,252338,1288,252439,0.0003,450.13682291000003,6.130492210388184,,
18799,-18.616289138793945,273.59,13,254648,1292,254749,0.0003,471.6052290900001,5.334254741668701,,
18903,-18.192026138305664,282.3,13,256122,1296,256223,0.0003,483.38052282000007,6.563546180725098,,
19016,-18.34044647216797,285.09,13,257693,1300,257794,0.0003,488.7049483,5.1758832931518555,,
19096,-18.5427303314209,284.65,13,258846,1304,258947,0.0003,477.51424407999997,8.815427780151367,,
19234,-16.961091995239258,297.72,13,260820,1308,260921,0.0003,507.75409439000003,8.92697811126709,,
19271,-18.15106964111328,282.88,13,261295,1312,261396,0.0003,476.4425615700001,8.234015464782715,,
19355,-18.32468032836914,288.79,13,262409,1316,262510,0.0003,482.41617101,6.627551555633545,,
19474,-18.31690216064453,301.44,13,264011,1320,264112,0.0003,514.24352223,7.871750354766846,,
19527,-18.645404815673828,294.86,13,264750,1324,264851,0.0003,504.7303305900001,11.916166305541992,,
19678,-18.388944625854492,304.06,13,266848,1328,266949,0.0003,529.40551955,5.3121185302734375,,
19775,-19.073667526245117,315.54,13,268219,1332,268320,0.0003,552.8771922500001,5.382015228271484,,
19941,-19.703598022460938,333.2,13,270534,1336,270635,0.0003,593.4220923400001,5.543993949890137,,
20125,-18.208721160888672,347.31,13,272610,1340,272711,0.0003,627.13716376,11.265386581420898,,
20267,-20.34377670288086,354.06,13,274482,1344,274583,0.0003,645.51986175,4.373191833496094,,
20424,-19.391986846923828,358.38,13,276598,1348,276699,0.0003,657.69397689,3.4803757667541504,,
20564,-20.863136291503906,366.34,13,278507,1352,278608,0.0003,677.9217812800001,7.815518379211426,,
20728,-20.230764389038086,379.61,13,280729,1356,280830,0.0003,701.84375319,5.735343933105469,,
20876,-19.5323486328125,396.4,13,282761,1360,282862,0.0003,742.34670668,5.285871505737305,,
21071,-20.839820861816406,409.46,13,285474,1364,285575,0.0003,764.0239025199999,3.905658721923828,,
21168,-19.900598526000977,414.57,13,286938,1368,287039,0.0003,771.2919524800002,3.7781033515930176,,
21339,-18.425142288208008,430.12,13,289478,1372,289579,0.0003,805.1209267900001,4.254672527313232,,
21489,-21.131248474121094,427.7,13,291623,1376,291724,0.0003,806.03578194,10.352807998657227,,
21613,-20.332172393798828,427.37,13,293434,1380,293535,0.0003,808.5375139299998,11.828468322753906,,
21669,-20.758541107177734,424.55,13,294231,1384,294332,0.0003,803.53776113,7.721230983734131,,
21866,-20.730567932128906,447.53,13,297091,1388,297192,0.0003,862.19993954,8.920782089233398,,
,-19.096969604492188,,,299899,,300000,0.0003,,8.500875473022461,2673.477103,1000.0
22387,-21.33730697631836,462.51,13,300899,1392,301000,0.0003,879.6315343000002,3.298654079437256,,
22545,-22.003175735473633,472.06,13,303328,1396,303429,0.0003,911.4759979099998,4.307888031005859,,
22691,-21.461116790771484,480.5,13,305743,1400,305844,0.0003,930.4219148099997,3.6361021995544434,,
22847,-22.121370315551758,495.29,13,308375,1404,308476,0.0003,963.83763737,5.887202262878418,,
23003,-22.14627456665039,500.6,13,310880,1408,310981,0.0003,968.3467785999998,8.0454740524292,,
23240,-22.290390014648438,535.41,13,314836,1412,314937,0.0003,1052.36769227,4.3964056968688965,,
23313,-23.285053253173828,536.37,13,316046,1416,316147,0.0003,1062.0521845199999,3.192094326019287,,
23533,-21.83057403564453,555.92,13,319603,1420,319704,0.0003,1116.7083806399999,4.0797648429870605,,
23675,-21.31536865234375,571.86,13,321936,1424,322037,0.0003,1162.26570179,5.638189315795898,,
23914,-21.811588287353516,590.88,13,325936,1428,326037,0.0003,1216.24903393,4.577873229980469,,
24073,-22.77105712890625,602.11,13,328430,1432,328531,0.0003,1244.31418006,2.8039770126342773,,
24243,-22.391735076904297,603.99,13,330933,1436,331034,0.0003,1254.68997124,3.4045400619506836,,
24510,-23.93111801147461,622.72,13,334882,1440,334983,0.0003,1307.22151273,3.7128419876098633,,
24634,-22.843143463134766,622.53,13,336735,1444,336836,0.0003,1307.05682826,11.128664016723633,,
24705,-23.31879425048828,612.23,13,337821,1448,337922,0.0003,1269.0140981900001,2.314915180206299,,
24885,-22.303762435913086,619.8,13,340487,1452,340588,0.0003,1293.77257145,4.516293048858643,,
25060,-23.13990020751953,622.73,13,343002,1456,343103,0.0003,1310.0089984400004,2.977536201477051,,
25254,-24.59983253479004,634.97,13,346258,1460,346359,0.0003,1337.9684041500002,2.392871856689453,,
25398,-23.45571517944336,630.51,13,348525,1464,348626,0.0003,1334.0202152700003,3.453110694885254,,
25580,-23.93801498413086,646.2,13,351558,1468,351659,0.0003,1374.0656323300002,9.193740844726562,,
25805,-24.07598876953125,659.31,13,355409,1472,355510,0.0003,1409.48929466,2.0185282230377197,,
26051,-24.518077850341797,677.77,13,359400,1476,359501,0.0003,1469.9596289699998,6.606023788452148,,
26237,-24.28298568725586,692.74,13,362708,1480,362809,0.0003,1434.2478236000002,8.634583473205566,,
26441,-24.486934661865234,709.52,13,365183,1484,365284,0.0003,1461.1617485399997,2.3364131450653076,,
26648,-23.074283599853516,707.88,13,367879,1488,367980,0.0003,1450.0890443600001,6.21035623550415,,
26854,-23.47684097290039,696.82,13,370581,1492,370682,0.0003,1434.47381224,3.1115777492523193,,
27019,-24.3945255279541,693.78,13,372706,1496,372807,0.0003,1429.80384502,9.282453536987305,,
27258,-23.796165466308594,700.72,13,375815,1500,375916,0.0003,1457.1356107700003,1.9092693328857422,,
27555,-24.522117614746094,713.09,13,379684,1504,379785,0.0003,1498.21765291,3.944518804550171,,
27765,-24.11153793334961,715.88,13,382468,1508,382569,0.0003,1523.0310503900002,9.448631286621094,,
27934,-24.401615142822266,700.4,13,384876,1512,384977,0.0003,1486.8215530399998,5.2271037101745605,,
28161,-24.928258895874023,719.4,13,387986,1516,388087,0.0003,1537.1875541799998,3.7369720935821533,,
28284,-24.084579467773438,700.63,13,389666,1520,389767,0.0003,1479.2985826899999,19.113109588623047,,
28511,-24.86069107055664,708.47,13,392783,1524,392884,0.0003,1497.6124656999998,7.199047088623047,,
28726,-25.991077423095703,698.77,13,395813,1528,395914,0.0003,1475.6425995499999,3.6547181606292725,,
28857,-25.20102310180664,691.58,13,397588,1532,397689,0.0003,1470.63078018,3.1719183921813965,,
,-24.609636306762695,,,399899,,400000,0.0003,,10.095415115356445,317.053632,210.2
29113,-24.527179718017578,692.07,13,400140,1536,400241,0.0003,1473.9131611999996,4.129721164703369,,
29251,-25.080171585083008,671.98,13,402080,1540,402181,0.0003,1426.72288379,3.9687039852142334,,
29504,-25.965473175048828,689.52,13,405687,1544,405788,0.0003,1481.2436960799998,3.0890281200408936,,
29713,-25.455774307250977,708.86,13,408707,1548,408808,0.0003,1555.1075702199998,4.70462703704834,,
29980,-26.663066864013672,722.2,13,412707,1552,412808,0.0003,1589.82764903,6.786247253417969,,
30226,-24.878108978271484,737.05,13,416707,1556,416808,0.0003,1630.2597445400002,2.7657837867736816,,
30413,-25.961782455444336,732.59,13,419517,1560,419618,0.0003,1629.7407810600002,3.373574733734131,,
30568,-26.204097747802734,733.38,13,421863,1564,421964,0.0003,1642.3222682800001,8.531595230102539,,
30809,-25.683425903320312,740.7,13,425628,1568,425729,0.0003,1671.8279486599997,4.1377763748168945,,
31041,-25.772192001342773,738.86,13,429295,1572,429396,0.0003,1675.90633894,2.1841087341308594,,
31272,-26.746047973632812,734.22,13,432822,1576,432923,0.0003,1654.3868758899998,7.673459053039551,,
31481,-27.02374267578125,731.2,13,435828,1580,435929,0.0003,1732.7294837200002,3.3966329097747803,,
31698,-25.938461303710938,736.64,13,438847,1584,438948,0.0003,1769.2769115199999,5.61961555480957,,
31968,-25.517791748046875,749.68,13,442847,1588,442948,0.0003,1813.3238975499999,4.72890567779541,,
32202,-27.315441131591797,755.55,13,446136,1592,446237,0.0003,1841.52457621,2.0966577529907227,,
32375,-26.777790069580078,759.37,13,448643,1596,448744,0.0003,1859.5303586900004,7.992527961730957,,
32664,-26.885183334350586,768.28,13,452643,1600,452744,0.0003,1893.34044997,4.818087577819824,,
32902,-26.536962509155273,769.59,13,456643,1604,456744,0.0003,1916.7323268999999,2.072178602218628,,
33156,-27.23062515258789,781.75,13,460643,1608,460744,0.0003,1962.17961084,9.981815338134766,,
33395,-28.386062622070312,797.67,13,464643,1612,464744,0.0003,2019.7937128699998,5.3729047775268555,,
33519,-28.253494262695312,786.8,13,466666,1616,466767,0.0003,2005.0229914699999,7.864946365356445,,
33763,-28.206058502197266,810.0,13,470666,1620,470767,0.0003,2083.77934199,1.4866725206375122,,
34011,-28.956607818603516,818.83,13,474666,1624,474767,0.0003,2123.40217902,5.206814289093018,,
34215,-29.30916976928711,820.67,13,477880,1628,477981,0.0003,2125.43110869,9.800333023071289,,
34459,-28.9830322265625,842.92,13,481880,1632,481981,0.0003,2196.98595586,2.925813913345337,,
34663,-28.812406539916992,851.02,14,485242,1636,485343,0.0003,2238.13469096,2.2470481395721436,,
34809,-28.281394958496094,854.2,14,487500,1640,487601,0.0003,2246.1632344199998,2.607077121734619,,
35022,-29.531822204589844,851.65,14,490852,1644,490953,0.0003,2252.0744972700004,3.7575650215148926,,
35265,-29.365392684936523,861.45,14,494852,1648,494953,0.0003,2295.58444565,1.7058963775634766,,
35471,-29.43299102783203,851.76,14,497883,1652,497984,0.0003,2285.3950891599998,9.855613708496094,,
,-29.84446144104004,,,499899,,500000,0.0003,,5.2020134925842285,1509.3671598,643.8
35983,-30.034366607666016,851.84,13,501891,1656,501992,0.0003,2297.38553933,9.738037109375,,
36197,-30.18614959716797,853.84,13,504901,1660,505002,0.0003,2308.9637541800003,9.438886642456055,,
36486,-29.297889709472656,870.38,13,508901,1664,509002,0.0003,2367.06151131,2.56073260307312,,
36708,-30.455196380615234,863.83,13,512011,1668,512112,0.0003,2342.56293615,4.816206932067871,,
36942,-29.260986328125,858.25,13,515120,1672,515221,0.0003,2340.8137487900003,2.058546543121338,,
37140,-30.057859420776367,854.07,13,518229,1676,518330,0.0003,2350.6636070600002,10.554582595825195,,
37331,-29.734222412109375,855.11,13,521339,1680,521440,0.0003,2358.83461843,3.7378053665161133,,
37582,-28.87615966796875,864.92,13,525339,1684,525440,0.0003,2403.78708121,2.285475730895996,,
37836,-29.88553237915039,864.92,13,529339,1688,529440,0.0003,2434.02954126,1.3361396789550781,,
38085,-30.885040283203125,872.03,14,533339,1692,533440,0.0003,2480.22439495,0.9890953302383423,,
38338,-31.520538330078125,886.96,14,537339,1696,537440,0.0003,2535.14777971,5.1548261642456055,,
38603,-31.58538055419922,886.96,14,541339,1700,541440,0.0003,2542.4405394,1.4956117868423462,,
38757,-30.879749298095703,870.87,14,543730,1704,543831,0.0003,2490.1410290500003,2.4649882316589355,,
38980,-32.129512786865234,864.97,14,547140,1708,547241,0.0003,2465.8409236,2.7249746322631836,,
39177,-31.58031463623047,855.07,14,550150,1712,550251,0.0003,2444.4667317099997,1.9804856777191162,,
39439,-30.879840850830078,874.84,14,554150,1716,554251,0.0003,2506.80798713,1.6365865468978882,,
39645,-30.897811889648438,864.96,14,557162,1720,557263,0.0003,2484.6441542899997,4.1459832191467285,,
39762,-30.619840621948242,841.68,14,558834,1724,558935,0.0003,2408.4369123700003,7.19826602935791,,
39972,-30.55575180053711,840.16,14,561896,1728,561997,0.0003,2419.34132911,1.8493943214416504,,
40195,-31.241331100463867,832.51,14,565131,1732,565232,0.0003,2386.56100956,2.4413180351257324,,
40468,-30.133583068847656,838.89,14,569131,1736,569232,0.0003,2410.02598514,10.40163803100586,,
40556,-30.872465133666992,828.63,14,570363,1740,570464,0.0003,2386.50551401,2.291551351547241,,
40829,-30.98027992248535,835.11,14,574363,1744,574464,0.0003,2411.2574003399995,2.7865376472473145,,
41031,-30.705551147460938,825.22,14,577374,1748,577475,0.0003,2381.5647792199998,22.253557205200195,,
41303,-30.93472671508789,834.91,14,581374,1752,581475,0.0003,2417.3958110900003,2.491490602493286,,
41456,-30.947742462158203,817.0,14,583591,1756,583692,0.0003,2366.63391649,1.7300570011138916,,
41606,-30.72264862060547,809.0,14,585801,1760,585902,0.0003,2343.36453916,1.1353495121002197,,
41881,-30.35760498046875,809.0,14,589801,1764,589902,0.0003,2353.56501667,2.0743789672851562,,
42086,-30.826263427734375,807.56,14,592767,1768,592868,0.0003,2373.51982216,10.883487701416016,,
42173,-29.982807159423828,789.54,14,594074,1772,594175,0.0003,2315.73848706,3.8774688243865967,,
42335,-30.10317611694336,784.39,14,596668,1776,596769,0.0003,2309.54605154,1.8069953918457031,,
,-29.15816879272461,,,599899,,600000,0.0003,,3.6264054775238037,2423.1714720000004,721.6
42811,-31.339157104492188,795.6,14,600899,1780,601000,0.0003,2364.10474324,1.4252448081970215,,
43061,-31.174118041992188,795.6,14,604899,1784,605000,0.0003,2372.2479792599997,5.59528923034668,,
43263,-32.045494079589844,787.67,14,608106,1788,608207,0.0003,2348.90774401,1.652284860610962,,
43479,-30.64608383178711,778.92,14,611231,1792,611332,0.0003,2309.00490523,2.9173619747161865,,
43624,-31.547626495361328,760.63,14,613402,1796,613503,0.0003,2255.9793747599997,1.1953387260437012,,
43894,-31.7775936126709,760.63,14,617402,1800,617503,0.0003,2268.3929317000006,2.1836647987365723,,
44165,-31.612232208251953,776.72,14,621402,1804,621503,0.0003,2333.93493042,1.646231770515442,,
44374,-30.51265525817871,772.98,14,624438,1808,624539,0.0003,2334.4415949199997,1.7059839963912964,,
44580,-31.83991813659668,773.0,14,627450,1812,627551,0.0003,2344.12876068,5.075660228729248,,
44860,-30.648298263549805,773.0,14,631450,1816,631551,0.0003,2358.32958072,1.9499614238739014,,
45125,-29.99047088623047,782.88,14,635450,1820,635551,0.0003,2394.70152337,1.5268316268920898,,
45396,-31.364200592041016,806.16,14,639450,1824,639551,0.0003,2473.36552563,1.7256314754486084,,
45666,-30.159624099731445,815.54,14,643450,1828,643551,0.0003,2513.1494913200004,9.22142219543457,,
45986,-31.045814514160156,823.19,14,647450,1832,647551,0.0003,2556.4693311700003,1.5549566745758057,,
46222,-32.45393371582031,814.29,14,650560,1836,650661,0.0003,2525.70003139,2.544064521789551,,
46515,-30.89446258544922,841.97,14,654560,1840,654661,0.0003,2629.2457799100002,2.027189016342163,,
46791,-32.59145736694336,841.97,14,658560,1844,658661,0.0003,2634.52369516,1.4565269947052002,,
47051,-30.951692581176758,851.86,14,662560,1848,662661,0.0003,2657.4516040100007,3.122004508972168,,
47259,-31.14102554321289,841.99,14,665573,1852,665674,0.0003,2635.51663742,1.572447419166565,,
47515,-31.843772888183594,859.82,14,669573,1856,669674,0.0003,2705.514978,12.563538551330566,,
47716,-31.824996948242188,868.03,14,672604,1860,672705,0.0003,2747.4899551099998,1.7436482906341553,,
47978,-31.552234649658203,868.03,14,676604,1864,676705,0.0003,2760.72744469,7.521955490112305,,
48232,-32.458885192871094,878.37,14,680604,1868,680705,0.0003,2810.10552523,2.4597673416137695,,
48430,-32.04419708251953,896.34,14,683708,1872,683809,0.0003,2881.3356006500003,0.8255809545516968,,
48629,-32.51787567138672,900.54,14,686722,1876,686823,0.0003,2885.5984207500005,1.5348601341247559,,
48895,-32.97062301635742,898.23,14,690722,1880,690823,0.0003,2871.0236883199996,0.8579514622688293,,
49098,-32.31059646606445,889.32,14,693831,1884,693932,0.0003,2846.2777514500003,1.7588410377502441,,
49358,-31.831071853637695,897.25,14,697831,1888,697932,0.0003,2878.2438210800005,6.609585762023926,,
,-32.77110290527344,,,699899,,700000,0.0003,,0.9223977327346802,2394.0070172,804.0
49813,-32.764766693115234,888.36,14,700067,1892,700168,0.0003,2859.9093130499996,8.58004379272461,,
50048,-31.900114059448242,899.07,14,703309,1896,703410,0.0003,2887.0241266699995,2.4177565574645996,,
50337,-32.620338439941406,899.07,14,707309,1900,707410,0.0003,2880.2880372900004,0.9791370034217834,,
50627,-32.932769775390625,899.07,14,711309,1904,711410,0.0003,2878.27557096,0.6794989109039307,,
50911,-32.30870819091797,908.71,14,715309,1908,715410,0.0003,2900.2570775500003,10.918580055236816,,
51143,-31.635536193847656,911.7,14,718620,1912,718721,0.0003,2903.54091202,1.1180330514907837,,
51330,-31.68637466430664,896.89,14,721139,1916,721240,0.0003,2842.9619764000004,3.9629595279693604,,
51617,-32.28148651123047,896.89,14,725139,1920,725240,0.0003,2843.2446263699994,0.9893036484718323,,
51911,-32.575050354003906,896.89,14,729139,1924,729240,0.0003,2855.696290030001,1.3270509243011475,,
52130,-31.28060531616211,887.0,14,732150,1928,732251,0.0003,2819.77652965,1.639785647392273,,
52428,-30.968700408935547,887.0,14,736150,1932,736251,0.0003,2816.0890114300005,1.251599907875061,,
52719,-31.692914962768555,895.9,14,740150,1936,740251,0.0003,2849.43451477,0.9765949249267578,,
53019,-32.80317687988281,895.9,14,744150,1940,744251,0.0003,2841.6063645400004,2.432164192199707,,
53314,-31.97946548461914,895.9,14,748150,1944,748251,0.0003,2827.3209955200005,1.1333924531936646,,
53612,-30.964244842529297,895.9,14,752150,1948,752251,0.0003,2835.88936407,4.593344211578369,,
53905,-32.13853073120117,905.77,14,756150,1952,756251,0.0003,2858.89372183,10.16301441192627,,
54200,-31.49224281311035,905.77,14,760150,1956,760251,0.0003,2851.39766886,17.860673904418945,,
54474,-32.17109680175781,915.46,14,764150,1960,764251,0.0003,2860.6833947099994,9.626006126403809,,
54737,-32.28240966796875,915.46,14,768150,1964,768251,0.0003,2854.67479933,1.0177257061004639,,
54938,-31.929412841796875,905.73,14,771177,1968,771278,0.0003,2817.4351869899997,1.0077917575836182,,
55417,-32.85066223144531,914.69,13,775177,1972,775278,0.0003,2838.54442393,1.1951711177825928,,
55932,-32.72919845581055,914.72,13,778194,1976,778295,0.0003,2847.08801207,5.224506378173828,,
56149,-31.473377227783203,904.86,13,781208,1980,781309,0.0003,2817.18774634,10.480640411376953,,
56364,-31.801223754882812,904.22,13,784253,1984,784354,0.0003,2799.9179890200003,3.1399378776550293,,
56641,-31.912822723388672,904.22,13,788253,1988,788354,0.0003,2793.254637190001,2.6300458908081055,,
56858,-31.108333587646484,912.89,13,791356,1992,791457,0.0003,2817.6718014199996,10.575830459594727,,
57118,-31.526397705078125,917.53,13,795062,1996,795163,0.0003,2842.25340255,2.604072332382202,,
57398,-31.40125274658203,917.53,13,799062,2000,799163,0.0003,2847.437211690001,1.226193904876709,,
,-32.047386169433594,,,799899,,800000,0.0003,,1.1625615358352661,3225.819986,1000.0
58094,-32.235008239746094,926.75,13,803984,2004,804085,0.0003,2878.36115803,1.3682160377502441,,
58351,-31.915374755859375,926.75,13,807984,2008,808085,0.0003,2904.4482425500005,16.635868072509766,,
58607,-31.749828338623047,933.64,13,811984,2012,812085,0.0003,2940.8867297500005,1.8118611574172974,,
58869,-32.32279586791992,948.45,13,815984,2016,816085,0.0003,3004.50065901,1.423020601272583,,
59067,-31.76909065246582,939.53,13,819092,2020,819193,0.0003,2986.0978759600002,0.8419098854064941,,
59324,-32.4060173034668,939.53,13,823092,2024,823193,0.0003,2992.57337742,0.877676248550415,,
59562,-31.058456420898438,943.73,13,826523,2028,826624,0.0003,3011.6399428000004,2.231926918029785,,
59840,-32.28479766845703,943.73,13,830523,2032,830624,0.0003,3010.4969909099996,0.9436822533607483,,
60122,-32.39350128173828,943.73,13,834523,2036,834624,0.0003,3009.0157038499997,7.708128929138184,,
60401,-32.304412841796875,943.73,13,838523,2040,838624,0.0003,3009.7618772,1.126739740371704,,
60683,-32.25416564941406,943.73,13,842523,2044,842624,0.0003,3020.00630756,6.828279495239258,,
60964,-32.72187805175781,943.73,13,846523,2048,846624,0.0003,3020.3737319300003,9.640599250793457,,
61251,-31.951446533203125,943.73,13,850523,2052,850624,0.0003,3019.8348347000006,1.9744385480880737,,
61462,-32.25254821777344,933.83,13,853533,2056,853634,0.0003,2992.9193703700003,1.1804468631744385,,
61676,-31.489887237548828,923.98,13,856548,2060,856649,0.0003,2981.1902130500007,0.8488451242446899,,
61957,-32.41181182861328,923.98,13,860548,2064,860649,0.0003,2977.2940605399995,1.177110195159912,,
62237,-31.592933654785156,933.71,13,864548,2068,864649,0.0003,2990.8373257599997,9.30974006652832,,
62532,-31.92506217956543,933.71,13,868548,2072,868649,0.0003,2996.3666991600003,2.2038350105285645,,
62823,-31.693431854248047,943.54,13,872548,2076,872649,0.0003,3025.7430617200007,4.7513837814331055,,
63050,-32.28654098510742,944.5,13,875658,2080,875759,0.0003,3014.51696015,1.968212366104126,,
63339,-32.45600509643555,954.05,13,879658,2084,879759,0.0003,3052.0148116600008,1.1990008354187012,,
63628,-31.868122100830078,954.05,13,883658,2088,883759,0.0003,3042.83109252,6.908707618713379,,
63926,-32.345829010009766,963.02,13,887658,2092,887759,0.0003,3079.6147454,3.3564796447753906,,
64223,-32.111854553222656,965.96,13,891658,2096,891759,0.0003,3084.768552950001,7.660604476928711,,
64454,-31.837587356567383,956.19,13,894681,2100,894782,0.0003,3052.9122546700005,2.010643482208252,,
64690,-32.50959777832031,937.06,13,897690,2104,897791,0.0003,2996.56722593,0.7374517917633057,,
,-31.82942771911621,,,899899,,900000,0.0003,,1.8236085176467896,3254.3584131999996,1000.0
65382,-31.976741790771484,939.15,13,901899,2108,902000,0.0003,2991.15399638,10.782466888427734,,
65680,-31.928394317626953,939.15,13,905899,2112,906000,0.0003,2979.7414523499992,11.620702743530273,,
65902,-31.70465850830078,929.3,13,908914,2116,909015,0.0003,2939.01983296,10.468841552734375,,
66194,-31.266517639160156,938.22,13,912914,2120,913015,0.0003,2961.8872360399996,3.786449432373047,,
66353,-31.593957901000977,920.55,13,915147,2124,915248,0.0003,2883.7407267000003,1.7917709350585938,,
66639,-30.474300384521484,926.24,13,919147,2128,919248,0.0003,2889.700407850001,10.378473281860352,,
66916,-31.34626007080078,925.81,13,923104,2132,923205,0.0003,2890.9142012899997,2.276132345199585,,
67068,-31.62115478515625,907.09,13,925232,2136,925333,0.0003,2834.58425621,1.614837408065796,,
67310,-31.694181442260742,900.18,13,928541,2140,928642,0.0003,2812.52573637,1.4674084186553955,,
67425,-31.35675048828125,875.91,13,930114,2144,930215,0.0003,2735.178396030001,1.3188056945800781,,
67658,-31.766313552856445,871.3,13,933653,2148,933754,0.0003,2726.5873664200003,1.134472131729126,,
67922,-31.116191864013672,871.3,13,937653,2152,937754,0.0003,2732.5457893099997,2.1864027976989746,,
68171,-33.13197708129883,881.2,13,941653,2156,941754,0.0003,2771.532831289999,1.0947155952453613,,
68363,-32.077117919921875,881.28,13,944676,2160,944777,0.0003,2777.3877920299997,4.362732410430908,,
68609,-31.680944442749023,880.11,13,948559,2164,948660,0.0003,2781.572834509999,9.16364860534668,,
68866,-31.87119483947754,880.11,13,952559,2168,952660,0.0003,2803.535939159999,9.82027816772461,,
69143,-31.600929260253906,880.11,13,956559,2172,956660,0.0003,2806.49374279,1.8292070627212524,,
69373,-31.271648406982422,872.69,13,959817,2176,959918,0.0003,2771.6172076699995,2.040715217590332,,
69659,-32.080013275146484,881.59,13,963817,2180,963918,0.0003,2817.3722790699994,2.1561717987060547,,
69879,-31.84724235534668,871.88,13,966846,2184,966947,0.0003,2788.6019915699994,1.4178944826126099,,
70157,-32.39542007446289,871.88,13,970846,2188,970947,0.0003,2792.0189921399997,1.4109870195388794,,
70434,-32.2169075012207,871.88,13,974846,2192,974947,0.0003,2790.0507805500006,2.5967893600463867,,
70715,-32.29417419433594,871.88,13,978846,2196,978947,0.0003,2793.80632918,5.4831976890563965,,
70959,-32.6060791015625,881.65,13,982846,2200,982947,0.0003,2830.707348450001,1.1732800006866455,,
71170,-32.13193893432617,884.99,13,986189,2204,986290,0.0003,2846.1150149700006,1.6983879804611206,,
71338,-33.51652145385742,868.41,13,988740,2208,988841,0.0003,2796.58645821,9.239097595214844,,
71587,-32.863006591796875,868.41,13,992740,2212,992841,0.0003,2808.78146421,1.4104058742523193,,
