train/n_updates,train/actor_loss,train/ent_coef_loss,time/total_timesteps,train/ent_coef,train/critic_loss,time/fps,time/time_elapsed,train/learning_rate,time/episodes,eval/mean_reward,eval/mean_ep_length
549544,-26.91827392578125,-0.00033061206340789795,1099190,0.07152771204710007,0.7190706729888916,10,101617,0.0003,1912,,
549949,-26.878509521484375,-0.3535347580909729,1100000,0.07048121094703674,2.301486015319824,,,0.0003,,3302.2561796697323,1000.0
551949,-27.586437225341797,0.07590514421463013,1104000,0.06971755623817444,3.2607502937316895,10,102405,0.0003,1916,,
553949,-26.130390167236328,0.21171517670154572,1108000,0.07182247936725616,2.2109057903289795,10,102723,0.0003,1920,,
555949,-27.189483642578125,-0.4581332206726074,1112000,0.07184681296348572,0.5408443212509155,10,103040,0.0003,1924,,
557949,-27.940298080444336,0.1052500307559967,1116000,0.06984567642211914,4.2627668380737305,10,103360,0.0003,1928,,
559487,-28.116493225097656,0.0092901811003685,1119076,0.07063311338424683,0.44295454025268555,10,103605,0.0003,1932,,
560994,-28.404449462890625,0.2587707042694092,1122089,0.07067076116800308,0.6722856760025024,10,103858,0.0003,1936,,
562865,-27.418373107910156,0.6257473230361938,1125832,0.0723106861114502,0.5667734146118164,10,104196,0.0003,1940,,
564865,-28.53569793701172,-0.09948122501373291,1129832,0.07223372161388397,3.949878692626953,10,104549,0.0003,1944,,
566766,-28.429367065429688,-0.23623648285865784,1133633,0.06810634583234787,0.8685932755470276,10,104894,0.0003,1948,,
568766,-26.74313735961914,-0.010313093662261963,1137633,0.07360083609819412,1.0651798248291016,10,105243,0.0003,1952,,
569963,-28.634538650512695,0.4204176664352417,1140028,0.07065356522798538,0.5375964641571045,10,105461,0.0003,1956,,
571963,-26.586894989013672,-0.37049347162246704,1144028,0.06853517889976501,0.7124925851821899,10,105808,0.0003,1960,,
573924,-26.278072357177734,0.3323516845703125,1147949,0.06828425824642181,0.7321316003799438,10,106179,0.0003,1964,,
575924,-27.719623565673828,-0.05385145917534828,1151949,0.06782174855470657,4.0225677490234375,10,106561,0.0003,1968,,
577768,-27.063634872436523,0.15509939193725586,1155637,0.06552065163850784,1.8263428211212158,10,106904,0.0003,1972,,
579768,-27.123348236083984,-0.1771135926246643,1159637,0.06692861020565033,2.449624538421631,10,107281,0.0003,1976,,
581768,-27.509811401367188,-0.17070481181144714,1163637,0.068573497235775,4.217891693115234,10,107655,0.0003,1980,,
583768,-26.991634368896484,-0.5043718814849854,1167637,0.07152602821588516,2.937469005584717,10,108029,0.0003,1984,,
584786,-28.454914093017578,-0.515987753868103,1169673,0.0691058561205864,0.6266790628433228,10,108190,0.0003,1988,,
586786,-27.563539505004883,-0.03475244343280792,1173673,0.06925424933433533,0.510358989238739,10,108509,0.0003,1992,,
588786,-27.640188217163086,0.19746962189674377,1177673,0.06424254924058914,0.7130434513092041,10,108828,0.0003,1996,,
590295,-27.495861053466797,0.20752474665641785,1180691,0.06786834448575974,4.209945201873779,10,109072,0.0003,2000,,
592295,-28.345333099365234,0.11803392320871353,1184691,0.06692615151405334,5.930739879608154,10,109399,0.0003,2004,,
594295,-26.977832794189453,-0.10364009439945221,1188691,0.07036282867193222,2.3805060386657715,10,109716,0.0003,2008,,
596295,-26.338224411010742,0.14082306623458862,1192691,0.06664711982011795,5.121045112609863,10,110054,0.0003,2012,,
597847,-29.09872817993164,-0.20690181851387024,1195796,0.06723839789628983,0.6716088652610779,10,110309,0.0003,2016,,
599847,-27.459272384643555,0.24035310745239258,1199796,0.06713765114545822,3.5138940811157227,10,110631,0.0003,2020,,
599949,-27.382579803466797,-0.0004912987351417542,1200000,0.06566604226827621,1.0799533128738403,,,0.0003,,3346.1417181989177,1000.0
601949,-28.89684295654297,-0.3444852828979492,1204000,0.06769836694002151,1.6759965419769287,10,111365,0.0003,2024,,
603949,-28.566192626953125,0.06156977266073227,1208000,0.07154067605733871,0.6691569089889526,10,111698,0.0003,2028,,
605949,-28.558391571044922,0.08282493054866791,1212000,0.06837408244609833,0.4410162568092346,10,112023,0.0003,2032,,
607949,-28.833837509155273,-0.0314033105969429,1216000,0.067562535405159,0.8259321451187134,10,112342,0.0003,2036,,
609949,-28.622636795043945,-0.15775243937969208,1220000,0.06547793745994568,0.43946191668510437,10,112668,0.0003,2040,,
611949,-28.48786735534668,-0.11611810326576233,1224000,0.06881671398878098,0.6761411428451538,10,112994,0.0003,2044,,
613949,-28.509952545166016,0.3928651511669159,1228000,0.06648371368646622,3.2770721912384033,10,113311,0.0003,2048,,
615949,-28.30343246459961,0.22633107006549835,1232000,0.06870025396347046,0.7627696394920349,10,113628,0.0003,2052,,
617949,-27.88444709777832,-0.39477449655532837,1236000,0.07218482345342636,2.234950065612793,10,113998,0.0003,2056,,
619949,-27.468503952026367,-0.1178293377161026,1240000,0.06868761032819748,0.654016375541687,10,114364,0.0003,2060,,
621949,-26.635704040527344,-0.09849122166633606,1244000,0.06752742826938629,5.062551498413086,10,114733,0.0003,2064,,
623456,-28.192556381225586,-0.5526710748672485,1247013,0.06846195459365845,1.8929204940795898,10,115013,0.0003,2068,,
625456,-27.778303146362305,-0.3116545081138611,1251013,0.06709760427474976,5.238864898681641,10,115394,0.0003,2072,,
627456,-27.496440887451172,0.5979683995246887,1255013,0.06646620482206345,4.695281028747559,10,115778,0.0003,2076,,
629456,-28.601085662841797,0.36477822065353394,1259013,0.06739822030067444,4.350811004638672,10,116149,0.0003,2080,,
631456,-28.208667755126953,0.17854106426239014,1263013,0.06939277797937393,0.9959676861763,10,116518,0.0003,2084,,
633456,-27.893781661987305,0.3235313296318054,1267013,0.0688115805387497,0.45434343814849854,10,116896,0.0003,2088,,
635456,-28.954784393310547,-0.43292438983917236,1271013,0.07069270312786102,1.1097420454025269,10,117256,0.0003,2092,,
637456,-28.68475341796875,0.2000676393508911,1275013,0.06886409968137741,0.6683087348937988,10,117630,0.0003,2096,,
639456,-27.889862060546875,-0.23850764334201813,1279013,0.06832733005285263,0.49128401279449463,10,118000,0.0003,2100,,
641456,-27.007850646972656,0.6392480134963989,1283013,0.0694066509604454,7.655181407928467,10,118383,0.0003,2104,,
643012,-27.999202728271484,-0.08492650091648102,1286126,0.06840328127145767,0.7638381719589233,10,118654,0.0003,2108,,
645012,-27.55074691772461,0.10756008327007294,1290126,0.06496982276439667,0.4868314862251282,10,119005,0.0003,2112,,
647012,-27.787200927734375,-0.040202945470809937,1294126,0.06811610609292984,0.48244011402130127,10,119366,0.0003,2116,,
648520,-27.978519439697266,-0.11266201734542847,1297142,0.07033104449510574,2.785611391067505,10,119635,0.0003,2120,,
649949,-28.053245544433594,0.16221269965171814,1300000,0.06843549758195877,2.2547755241394043,,,0.0003,,3225.4871351425363,1000.0
650949,-28.564882278442383,-0.1438935399055481,1302000,0.06833811849355698,0.7244076728820801,10,120531,0.0003,2124,,
652949,-27.74947738647461,-0.14969342947006226,1306000,0.07107073068618774,2.7992615699768066,10,120901,0.0003,2128,,
654457,-27.754898071289062,0.6826192140579224,1309016,0.0667523443698883,1.2411891222000122,10,121185,0.0003,2132,,
656298,-28.325767517089844,0.1399032026529312,1312698,0.06636199355125427,0.5853357315063477,10,121539,0.0003,2136,,
658298,-28.038707733154297,0.042239487171173096,1316698,0.07066870480775833,4.570412635803223,10,121918,0.0003,2140,,
659807,-27.71852684020996,-0.023260727524757385,1319715,0.06751031428575516,0.5205392241477966,10,122216,0.0003,2144,,
661807,-28.712650299072266,0.039556242525577545,1323715,0.0665738582611084,4.016727924346924,10,122596,0.0003,2148,,
663313,-28.457983016967773,-0.2670050263404846,1326728,0.06860534101724625,0.9170485734939575,10,122832,0.0003,2152,,
665313,-29.064754486083984,0.19411735236644745,1330728,0.06762327253818512,0.4551832377910614,10,123157,0.0003,2156,,
667313,-28.650875091552734,-0.006940335035324097,1334728,0.0694972425699234,3.3129782676696777,10,123474,0.0003,2160,,
669313,-28.83151626586914,0.4582982063293457,1338728,0.0695367157459259,3.4517698287963867,10,123799,0.0003,2164,,
671313,-28.016799926757812,-0.10733388364315033,1342728,0.06391297280788422,0.6217262148857117,10,124129,0.0003,2168,,
673313,-28.307838439941406,0.3418055772781372,1346728,0.06506194919347763,0.560550332069397,10,124447,0.0003,2172,,
675313,-27.184772491455078,0.15367117524147034,1350728,0.06950955837965012,1.4709237813949585,10,124831,0.0003,2176,,
677313,-28.937232971191406,0.13347284495830536,1354728,0.0678466185927391,0.28606313467025757,10,125221,0.0003,2180,,
679313,-28.03085708618164,-0.17373542487621307,1358728,0.06977873295545578,11.49644660949707,10,125583,0.0003,2184,,
681313,-29.12396240234375,-0.3447677791118622,1362728,0.06920842826366425,0.37955671548843384,10,125959,0.0003,2188,,
682822,-28.61484718322754,-0.12445998936891556,1365745,0.06500248610973358,0.6728839874267578,10,126252,0.0003,2192,,
684822,-28.524341583251953,0.09808866679668427,1369745,0.0689566433429718,1.0865932703018188,10,126630,0.0003,2196,,
686822,-28.168323516845703,0.250221848487854,1373745,0.07042138278484344,3.7178611755371094,10,127008,0.0003,2200,,
688822,-27.5767879486084,-0.03510833531618118,1377745,0.06781399995088577,0.5903303623199463,10,127370,0.0003,2204,,
690388,-28.017663955688477,0.31999123096466064,1380877,0.06983736902475357,0.631788969039917,10,127647,0.0003,2208,,
691943,-28.7687931060791,-0.21382084488868713,1383987,0.06567513197660446,3.529000997543335,10,127922,0.0003,2212,,
692612,-28.526473999023438,0.13612380623817444,1385326,0.0662563294172287,1.3772437572479248,10,128045,0.0003,2216,,
694612,-27.242841720581055,0.5824617147445679,1389326,0.06795787066221237,7.072418212890625,10,128417,0.0003,2220,,
696549,-28.069461822509766,-0.4187309741973877,1393199,0.06885160505771637,8.415973663330078,10,128773,0.0003,2224,,
698549,-27.48090362548828,0.5527599453926086,1397199,0.06264834105968475,5.029577255249023,10,129141,0.0003,2228,,
699670,-27.411815643310547,-0.04814581573009491,1399442,0.06575687974691391,1.1998149156570435,10,129341,0.0003,2232,,
699949,-27.57763671875,0.42646411061286926,1400000,0.06507918238639832,0.8817543387413025,,,0.0003,,3140.2035490416606,1000.0
701949,-27.834564208984375,0.36039143800735474,1404000,0.06604240834712982,0.582571268081665,10,130181,0.0003,2236,,
703949,-27.55429458618164,0.06818017363548279,1408000,0.06916331499814987,0.5178873538970947,10,130543,0.0003,2240,,
705951,-28.166725158691406,-0.08341126143932343,1412004,0.0673353299498558,0.358464777469635,10,130870,0.0003,2244,,
707144,-28.722511291503906,-0.4090142250061035,1414389,0.06879983097314835,6.072526931762695,10,131065,0.0003,2248,,
709144,-26.974945068359375,0.15023797750473022,1418389,0.06498610228300095,5.372406005859375,10,131381,0.0003,2252,,
710647,-28.303836822509766,0.30716532468795776,1421396,0.06466697156429291,0.5187982320785522,10,131623,0.0003,2256,,
712152,-27.577354431152344,-0.14414779841899872,1424406,0.0683068260550499,0.4793277382850647,10,131867,0.0003,2260,,
714152,-29.608875274658203,-0.2516650855541229,1428406,0.06826184689998627,1.4783682823181152,10,132180,0.0003,2264,,
715657,-28.932437896728516,0.06399301439523697,1431416,0.06411328911781311,0.7818480730056763,10,132446,0.0003,2268,,
717176,-27.09816551208496,-0.019222885370254517,1434454,0.06537758558988571,0.5880603790283203,10,132731,0.0003,2272,,
719176,-28.305843353271484,0.09237420558929443,1438454,0.06577066332101822,0.7779043912887573,10,133081,0.0003,2276,,
721176,-28.872631072998047,-0.003543764352798462,1442454,0.06744406372308731,0.48023271560668945,10,133435,0.0003,2280,,
722985,-28.091001510620117,-0.015807900577783585,1446071,0.06776365637779236,0.7899541854858398,10,133765,0.0003,2284,,
724985,-27.460433959960938,-0.09164239466190338,1450071,0.06585418432950974,4.858563423156738,10,134119,0.0003,2288,,
726985,-28.40372657775879,0.11813806742429733,1454071,0.06486891955137253,0.4318088889122009,10,134485,0.0003,2292,,
728496,-28.071392059326172,-0.05104989558458328,1457093,0.0662488266825676,1.1156315803527832,10,134778,0.0003,2296,,
730496,-28.47252655029297,0.04791653901338577,1461093,0.06144091486930847,0.55781090259552,10,135164,0.0003,2300,,
732496,-28.36174774169922,-0.25887274742126465,1465093,0.06818708032369614,3.5342605113983154,10,135558,0.0003,2304,,
734003,-28.808496475219727,0.37458181381225586,1468108,0.06659003347158432,0.42498594522476196,10,135846,0.0003,2308,,
735512,-28.355358123779297,0.13145720958709717,1471125,0.06095124036073685,1.238786220550537,10,136130,0.0003,2312,,
737512,-26.521575927734375,-0.3307049572467804,1475125,0.06365228444337845,0.636803925037384,10,136513,0.0003,2316,,
739063,-28.007404327392578,0.07892068475484848,1478228,0.06777003407478333,0.5140184164047241,10,136808,0.0003,2320,,
741063,-28.544086456298828,-0.016728714108467102,1482228,0.06161552667617798,3.9114456176757812,10,137184,0.0003,2324,,
743063,-27.930078506469727,0.39357656240463257,1486228,0.06521611660718918,1.0152666568756104,10,137568,0.0003,2328,,
745063,-29.01657485961914,-0.09560447931289673,1490228,0.0634806677699089,4.4176459312438965,10,137958,0.0003,2332,,
747063,-28.06795883178711,0.24094532430171967,1494228,0.06435012817382812,0.7152421474456787,10,138340,0.0003,2336,,
748090,-27.703935623168945,-0.027493193745613098,1496282,0.06169922649860382,0.6202876567840576,10,138540,0.0003,2340,,
749107,-27.090776443481445,0.0376734584569931,1498315,0.06041720509529114,8.719026565551758,10,138744,0.0003,2344,,
749949,-27.796772003173828,0.010503023862838745,1500000,0.057425711303949356,0.5863850712776184,,,0.0003,,3034.518221352715,1000.0
751449,-27.595531463623047,-0.27553635835647583,1503000,0.06578876078128815,0.9769887924194336,10,139638,0.0003,2348,,
753449,-28.645660400390625,0.3884474039077759,1507000,0.06328128278255463,0.8897932171821594,10,140009,0.0003,2352,,
755449,-28.18094253540039,0.011847946792840958,1511000,0.06308340281248093,8.044898986816406,10,140391,0.0003,2356,,
757449,-27.937820434570312,-0.05800151824951172,1515000,0.06273700296878815,1.2408578395843506,10,140780,0.0003,2360,,
758959,-28.745567321777344,-0.023286664858460426,1518019,0.06613724678754807,5.348400115966797,10,141032,0.0003,2364,,
760466,-28.201305389404297,0.18451914191246033,1521034,0.06318581849336624,1.9375648498535156,10,141286,0.0003,2368,,
760988,-29.250144958496094,-0.14923623204231262,1522077,0.06459591537714005,3.5945839881896973,10,141374,0.0003,2372,,
762496,-28.220170974731445,0.3853307366371155,1525094,0.06399091333150864,0.43905264139175415,10,141621,0.0003,2376,,
764003,-28.309194564819336,-0.11226260662078857,1528107,0.06532829254865646,0.620184600353241,10,141870,0.0003,2380,,
764525,-29.34127426147461,-0.10713037103414536,1529152,0.06526587158441544,0.47128111124038696,10,141961,0.0003,2384,,
765536,-27.844921112060547,-0.6701836585998535,1531173,0.06806088238954544,2.847234010696411,10,142153,0.0003,2388,,
767536,-29.547080993652344,-0.08584916591644287,1535173,0.05757639557123184,4.791051387786865,10,142512,0.0003,2392,,
769041,-27.6184139251709,0.24972499907016754,1538183,0.058679115027189255,1.1451659202575684,10,142785,0.0003,2396,,
771020,-28.821672439575195,0.049078911542892456,1542142,0.06043669953942299,0.7149103879928589,10,143139,0.0003,2400,,
773020,-28.48017692565918,-0.34410858154296875,1546142,0.06419817358255386,0.303716242313385,10,143496,0.0003,2404,,
774535,-28.202354431152344,0.2665976881980896,1549172,0.061932045966386795,4.418127059936523,10,143782,0.0003,2408,,
776535,-29.364883422851562,-0.2127709537744522,1553172,0.06123868748545647,0.6319043040275574,10,144132,0.0003,2412,,
778535,-28.310165405273438,-0.3918344974517822,1557172,0.06698762625455856,3.8322534561157227,10,144445,0.0003,2416,,
780535,-28.920269012451172,-0.0005528181791305542,1561172,0.06541889160871506,0.9178615808486938,10,144766,0.0003,2420,,
782535,-27.82500457763672,0.4487719237804413,1565172,0.06257405877113342,0.7512654066085815,10,145085,0.0003,2424,,
784043,-28.270614624023438,0.21043485403060913,1568188,0.059454675763845444,1.5329376459121704,10,145330,0.0003,2428,,
786043,-29.595905303955078,-0.10002195090055466,1572188,0.062064915895462036,0.280331552028656,10,145646,0.0003,2432,,
788043,-28.564863204956055,-0.3320239782333374,1576188,0.05894395709037781,0.6152628660202026,10,145963,0.0003,2436,,
790043,-28.924219131469727,-0.0031371116638183594,1580188,0.061684802174568176,0.8641053438186646,10,146286,0.0003,2440,,
792043,-29.15093994140625,-0.09312018752098083,1584188,0.06067053601145744,3.3331298828125,10,146610,0.0003,2444,,
794043,-30.195892333984375,-0.8063347339630127,1588188,0.05883253738284111,0.6534100770950317,10,146932,0.0003,2448,,
796043,-27.73950958251953,0.2771185040473938,1592188,0.0598285086452961,1.2351688146591187,10,147247,0.0003,2452,,
798043,-28.95785903930664,-0.14651824533939362,1596188,0.06010917201638222,4.447802543640137,10,147564,0.0003,2456,,
799949,-28.661457061767578,-0.9722411632537842,1600000,0.06161114573478699,0.50879967212677,,,0.0003,,3104.9370756842195,1000.0
800449,-29.35417938232422,0.3294275999069214,1601000,0.05906111001968384,0.9239187240600586,10,148447,0.0003,2460,,
802449,-29.669147491455078,-0.40575242042541504,1605000,0.06207447871565819,4.31713342666626,10,148827,0.0003,2464,,
804449,-29.410476684570312,-0.041954219341278076,1609000,0.05720667168498039,4.6907148361206055,10,149202,0.0003,2468,,
806449,-28.69708251953125,0.09747041016817093,1613000,0.06102493032813072,0.759655237197876,10,149582,0.0003,2472,,
808449,-29.04344367980957,-0.2801133990287781,1617000,0.05628993734717369,6.030506134033203,10,149967,0.0003,2476,,
809957,-29.539154052734375,0.010603714734315872,1620016,0.05799594894051552,0.4086672067642212,10,150270,0.0003,2480,,
811957,-29.410526275634766,0.12282952666282654,1624016,0.05861809104681015,0.9254227876663208,10,150663,0.0003,2484,,
813957,-29.63274383544922,0.09665482491254807,1628016,0.05855725705623627,7.356513500213623,10,151053,0.0003,2488,,
815957,-28.88751220703125,0.22089539468288422,1632016,0.05502335727214813,2.087197780609131,10,151430,0.0003,2492,,
817468,-29.30050277709961,-0.15261775255203247,1635037,0.05967917665839195,4.969862461090088,10,151725,0.0003,2496,,
819468,-28.221954345703125,-0.1582874059677124,1639037,0.060700226575136185,4.625382423400879,10,152104,0.0003,2500,,
821468,-29.129419326782227,0.29982537031173706,1643037,0.05557411164045334,0.7277827262878418,10,152486,0.0003,2504,,
823468,-28.957120895385742,-0.20152126252651215,1647037,0.060074903070926666,0.38661372661590576,10,152864,0.0003,2508,,
825468,-28.87063980102539,0.05698646605014801,1651037,0.05501607805490494,4.522801399230957,10,153251,0.0003,2512,,
826484,-30.043142318725586,-0.6467618346214294,1653069,0.057128071784973145,3.637441635131836,10,153445,0.0003,2516,,
827994,-29.030832290649414,0.48459911346435547,1656089,0.053264617919921875,0.69609534740448,10,153727,0.0003,2520,,
829994,-29.54123306274414,-0.023851003497838974,1660089,0.05785319581627846,5.439100742340088,10,154105,0.0003,2524,,
831994,-29.361251831054688,0.15990769863128662,1664089,0.05564688891172409,0.5637238621711731,10,154476,0.0003,2528,,
833614,-28.76922035217285,0.35047563910484314,1667329,0.0562024787068367,3.1991822719573975,10,154763,0.0003,2532,,
835086,-29.824420928955078,0.31191885471343994,1670273,0.051862865686416626,0.5234968066215515,10,155025,0.0003,2536,,
837086,-30.660444259643555,-0.375749409198761,1674273,0.052589837461709976,3.283230781555176,10,155383,0.0003,2540,,
838788,-29.962493896484375,-0.0026063919067382812,1677678,0.05577943101525307,0.721076488494873,10,155696,0.0003,2544,,
840102,-29.760799407958984,0.4652596116065979,1680305,0.05732622370123863,0.49043092131614685,10,155935,0.0003,2548,,
841609,-28.517169952392578,0.4413389563560486,1683320,0.05321571230888367,8.252103805541992,10,156218,0.0003,2552,,
843171,-29.68795394897461,-0.1715184599161148,1686443,0.057292502373456955,0.7349593639373779,10,156498,0.0003,2556,,
845171,-28.6342830657959,0.00880591943860054,1690443,0.058973122388124466,0.540952742099762,10,156819,0.0003,2560,,
846677,-29.016071319580078,-0.027953878045082092,1693456,0.05782837048172951,0.3915981650352478,10,157068,0.0003,2564,,
848677,-29.472070693969727,0.2953571081161499,1697456,0.059282541275024414,1.7188942432403564,10,157395,0.0003,2568,,
849949,-29.749296188354492,0.1619023084640503,1700000,0.05721506476402283,0.2238306850194931,,,0.0003,,3623.9396830130368,1000.0
850949,-28.923809051513672,-0.01833091676235199,1702000,0.05871143937110901,0.5002145171165466,10,158166,0.0003,2572,,
852455,-29.545711517333984,0.009969398379325867,1705011,0.05477413162589073,4.476687431335449,10,158424,0.0003,2576,,
854455,-29.163557052612305,0.37909963726997375,1709011,0.05798168480396271,0.5914634466171265,10,158745,0.0003,2580,,
855960,-29.569351196289062,0.017687827348709106,1712022,0.05481238663196564,2.3764278888702393,10,158992,0.0003,2584,,
857750,-29.048343658447266,0.19659003615379333,1715602,0.059621892869472504,0.9685598015785217,10,159289,0.0003,2588,,
859750,-29.178009033203125,-0.2374388426542282,1719602,0.05725004896521568,0.5633725523948669,10,159618,0.0003,2592,,
861255,-29.21329116821289,0.1435370147228241,1722612,0.054144542664289474,4.435427665710449,10,159864,0.0003,2596,,
863255,-29.668943405151367,-0.2656683921813965,1726612,0.057896021753549576,0.8416911363601685,10,160220,0.0003,2600,,
865255,-29.09711456298828,-0.05602771043777466,1730612,0.0536615327000618,5.209490776062012,10,160606,0.0003,2604,,
867255,-30.152076721191406,0.19627217948436737,1734612,0.05574999004602432,0.6123509407043457,10,160982,0.0003,2608,,
869255,-28.39027214050293,0.523054838180542,1738612,0.057662416249513626,1.1544468402862549,10,161372,0.0003,2612,,
871255,-29.774242401123047,-0.35826820135116577,1742612,0.05119679495692253,6.261370658874512,10,161755,0.0003,2616,,
873255,-29.25628089904785,-0.32589191198349,1746612,0.05932197347283363,0.8643246293067932,10,162142,0.0003,2620,,
875255,-29.121936798095703,-0.012138087302446365,1750612,0.058998774737119675,5.029041290283203,10,162537,0.0003,2624,,
877255,-30.07440948486328,-0.1170925721526146,1754612,0.05623779818415642,2.821727752685547,10,162923,0.0003,2628,,
879255,-28.795307159423828,-0.19534075260162354,1758612,0.05560452118515968,5.557528495788574,10,163322,0.0003,2632,,
881255,-29.261287689208984,0.28884977102279663,1762612,0.056915391236543655,0.41168999671936035,10,163718,0.0003,2636,,
883255,-29.35047149658203,0.06780366599559784,1766612,0.056956782937049866,1.9218955039978027,10,164096,0.0003,2640,,
884762,-29.38623046875,0.38191378116607666,1769626,0.055372487753629684,4.344340801239014,10,164392,0.0003,2644,,
886762,-29.280420303344727,-0.03839579224586487,1773626,0.056206874549388885,0.7726038694381714,10,164773,0.0003,2648,,
887868,-29.496685028076172,-0.33095937967300415,1775838,0.057281121611595154,0.4466749429702759,10,164973,0.0003,2652,,
889868,-28.994518280029297,-0.3046308159828186,1779838,0.05599626153707504,1.6262457370758057,10,165333,0.0003,2656,,
891868,-29.66845703125,-0.16046051681041718,1783838,0.052212897688150406,0.7261830568313599,10,165697,0.0003,2660,,
893868,-29.32851791381836,-0.11355911195278168,1787838,0.0570104718208313,4.0582661628723145,10,166074,0.0003,2664,,
895868,-28.33699607849121,0.24443185329437256,1791838,0.05587783083319664,0.5941892862319946,10,166443,0.0003,2668,,
897868,-29.9212646484375,-0.6125344634056091,1795838,0.056526463478803635,0.4453434944152832,10,166800,0.0003,2672,,
899568,-30.088144302368164,-0.11234340071678162,1799238,0.0534650981426239,0.3959224820137024,10,167140,0.0003,2676,,
899949,-30.403810501098633,-0.11490839719772339,1800000,0.05591213330626488,0.4515528380870819,,,0.0003,,2862.2075395818347,873.4
901683,-29.46084976196289,-0.028996899724006653,1803468,0.054039694368839264,1.1028509140014648,10,167867,0.0003,2680,,
903683,-28.837377548217773,0.2266503870487213,1807468,0.055328816175460815,0.7999458312988281,10,168210,0.0003,2684,,
905313,-29.77893829345703,0.355912446975708,1810728,0.058786630630493164,0.6201703548431396,10,168491,0.0003,2688,,
907313,-29.410259246826172,0.2868824899196625,1814728,0.058266088366508484,1.4534423351287842,10,168832,0.0003,2692,,
909313,-29.794708251953125,0.18402835726737976,1818728,0.05760471895337105,0.6021701693534851,10,169142,0.0003,2696,,
910820,-29.86565399169922,-0.4104517698287964,1821741,0.06114012375473976,0.513089120388031,10,169377,0.0003,2700,,
912820,-28.27711296081543,0.30968785285949707,1825741,0.057174865156412125,1.4033396244049072,10,169700,0.0003,2704,,
914820,-29.084640502929688,-0.16917112469673157,1829741,0.057553816586732864,3.6271915435791016,10,170009,0.0003,2708,,
916820,-29.749629974365234,-0.22305145859718323,1833741,0.059126272797584534,0.40661463141441345,10,170320,0.0003,2712,,
918326,-29.523088455200195,0.2897827625274658,1836753,0.05758193880319595,0.7450048923492432,10,170557,0.0003,2716,,
919945,-28.903945922851562,-0.19665321707725525,1839991,0.056732483208179474,0.8035211563110352,10,170844,0.0003,2720,,
921945,-29.175662994384766,-0.2560243010520935,1843991,0.05872897058725357,3.666562080383301,10,171189,0.0003,2724,,
923637,-30.53199005126953,-0.17529478669166565,1847375,0.05740448087453842,0.2878061532974243,10,171468,0.0003,2728,,
925166,-30.599872589111328,0.130249485373497,1850434,0.05750620737671852,0.3861282169818878,10,171717,0.0003,2732,,
926859,-29.024118423461914,-0.6712555885314941,1853820,0.061990488320589066,1.3065773248672485,10,172005,0.0003,2736,,
928859,-28.54942512512207,0.3052065074443817,1857820,0.05511417239904404,3.5464439392089844,10,172350,0.0003,2740,,
930859,-30.01134490966797,-0.5272310376167297,1861820,0.055784884840250015,4.182219505310059,10,172683,0.0003,2744,,
932366,-29.149673461914062,-0.22941486537456512,1864833,0.05579257383942604,1.803725004196167,10,172918,0.0003,2748,,
934366,-30.295604705810547,0.09421974420547485,1868833,0.059995923191308975,0.9786722660064697,10,173239,0.0003,2752,,
935871,-29.083112716674805,-0.16348746418952942,1871843,0.05437348783016205,0.3959897458553314,10,173474,0.0003,2756,,
937871,-28.58173370361328,0.06957890093326569,1875843,0.05782575160264969,4.538391590118408,10,173798,0.0003,2760,,
939871,-29.51302146911621,-0.20871920883655548,1879843,0.05831853672862053,0.7740501761436462,10,174113,0.0003,2764,,
941375,-28.610687255859375,0.018562152981758118,1882851,0.05856837332248688,0.804100513458252,10,174353,0.0003,2768,,
943375,-29.98194122314453,-0.21833616495132446,1886851,0.05580959841609001,0.6630070805549622,10,174649,0.0003,2772,,
945375,-30.538055419921875,-0.49993446469306946,1890851,0.06243540719151497,1.598999261856079,10,174938,0.0003,2776,,
947375,-30.220863342285156,-0.34948188066482544,1894851,0.054373711347579956,0.46445363759994507,10,175243,0.0003,2780,,
949375,-29.36038589477539,0.06722819060087204,1898851,0.053293898701667786,0.6631052494049072,10,175564,0.0003,2784,,
949949,-29.093975067138672,0.004720307886600494,1900000,0.05438477173447609,1.1991331577301025,,,0.0003,,3508.1892236308777,1000.0
951362,-29.347476959228516,0.052513908594846725,1902825,0.05868442729115486,0.7963131666183472,10,176295,0.0003,2788,,
952871,-29.678020477294922,0.5171002149581909,1905844,0.05508183315396309,0.8194197416305542,10,176578,0.0003,2792,,
954871,-29.828384399414062,-0.11388587951660156,1909844,0.05895736813545227,0.7728515863418579,10,176952,0.0003,2796,,
956871,-29.94596290588379,0.4403213858604431,1913844,0.05307049676775932,4.265726566314697,10,177322,0.0003,2800,,
958871,-29.79779815673828,0.1257060170173645,1917844,0.05708225816488266,0.8820126056671143,10,177675,0.0003,2804,,
960871,-30.64078140258789,-0.6545314788818359,1921844,0.05728008598089218,0.5196757316589355,10,178031,0.0003,2808,,
962871,-29.024438858032227,0.13196535408496857,1925844,0.05404959246516228,1.1221129894256592,10,178395,0.0003,2812,,
964095,-29.491466522216797,0.3776475191116333,1928291,0.05756703391671181,0.8165165185928345,10,178621,0.0003,2816,,
966095,-30.53131675720215,-0.3218390941619873,1932291,0.05717500299215317,1.1670866012573242,10,178963,0.0003,2820,,
