time/time_elapsed,time/episodes,train/actor_loss,train/n_updates,time/total_timesteps,train/learning_rate,rollout/ep_rew_mean,rollout/ep_len_mean,train/critic_loss,time/fps,eval/mean_reward,eval/mean_ep_length
83238,2208,-32.583648681640625,898889,898990,0.0003,2254.8134670400004,731.38,1.0590100288391113,10,,
,,-33.39613342285156,899899,900000,0.0003,,,4.784023284912109,,3156.7716034,1000.0
84070,2212,-33.362876892089844,902899,903000,0.0003,2289.2367613300003,739.59,4.784356594085693,10,,
84365,2216,-33.351585388183594,906011,906112,0.0003,2262.7016545899996,733.59,0.44000154733657837,10,,
84746,2220,-32.34107208251953,910011,910112,0.0003,2251.6005975000003,735.27,0.6841639280319214,10,,
84997,2224,-32.02424621582031,912547,912648,0.0003,2296.74756323,747.22,0.7159210443496704,10,,
85372,2228,-32.78166961669922,916495,916596,0.0003,2396.28402439,773.4,1.1165348291397095,10,,
85573,2232,-31.984390258789062,918538,918639,0.0003,2323.8061828799996,753.83,0.4402823746204376,10,,
85856,2236,-33.15638732910156,921686,921787,0.0003,2290.9357935499997,745.31,0.47260385751724243,10,,
86232,2240,-32.84754943847656,925686,925787,0.0003,2291.69085627,745.31,5.131024360656738,10,,
86540,2244,-32.266231536865234,928937,929038,0.0003,2299.4440019000003,746.72,1.2896757125854492,10,,
86764,2248,-33.22798538208008,931293,931394,0.0003,2316.45506231,749.18,0.42620956897735596,10,,
87048,2252,-33.689300537109375,934365,934466,0.0003,2391.7855512600004,766.52,0.4036378860473633,10,,
87355,2256,-33.006439208984375,937640,937741,0.0003,2459.13377261,783.7,0.5310140252113342,10,,
87668,2260,-34.05377960205078,940960,941061,0.0003,2470.24043826,786.8,0.7290101051330566,10,,
87980,2264,-33.481407165527344,944205,944306,0.0003,2471.37641893,789.13,2.25237774848938,10,,
