train/critic_loss,time/total_timesteps,time/episodes,train/learning_rate,time/time_elapsed,train/actor_loss,rollout/ep_len_mean,train/n_updates,time/fps,rollout/ep_rew_mean,eval/mean_reward,eval/mean_ep_length
3.2596628665924072,2132,140,0.00035,311,7.9062113761901855,14.48,2031,6,-22.654361520000002,,
4.425727844238281,2202,144,0.00035,320,8.668066024780273,14.52,2101,6,-22.29571152,,
5.041281700134277,2265,148,0.00035,328,8.26933765411377,14.67,2164,6,-23.33509338,,
4.647480487823486,2314,152,0.00035,340,8.320619583129883,14.5,2213,6,-23.704856969999994,,
3.916973114013672,2363,156,0.00035,347,8.688889503479004,14.4,2262,6,-23.291462559999996,,
3.137535810470581,2414,160,0.00035,353,8.816522598266602,14.12,2313,6,-22.104439089999996,,
4.2151780128479,2479,164,0.00035,360,8.851226806640625,14.18,2378,6,-21.888644030000005,,
5.06143045425415,2543,168,0.00035,368,9.099103927612305,14.27,2442,6,-21.970280499999998,,
5.282331943511963,2594,172,0.00035,374,9.521768569946289,14.09,2493,6,-22.018122889999994,,
3.9968786239624023,2652,176,0.00035,388,8.936065673828125,14.17,2551,6,-21.740812389999995,,
4.506896018981934,2712,180,0.00035,396,9.720714569091797,14.26,2611,6,-21.981269319999996,,
4.387355804443359,2771,184,0.00035,404,9.05559253692627,14.17,2670,6,-21.530548219999996,,
4.239886283874512,2832,188,0.00035,412,8.309662818908691,14.19,2731,6,-21.569398959999997,,
4.236862659454346,2884,192,0.00035,419,9.512284278869629,14.24,2783,6,-21.86316737,,
4.187244415283203,2949,196,0.00035,428,9.186629295349121,14.3,2848,6,-22.48654454,,
5.844822883605957,2995,200,0.00035,440,9.735411643981934,14.12,2894,6,-22.34037421,,
4.386031150817871,3062,204,0.00035,449,8.853717803955078,14.23,2961,6,-23.253824630000004,,
5.450541019439697,3120,208,0.00035,456,9.75899887084961,14.36,3019,6,-23.408019619999994,,
5.499454021453857,3174,212,0.00035,463,9.246007919311523,14.43,3073,6,-23.261990559999994,,
4.598526954650879,3241,216,0.00035,472,8.695575714111328,14.56,3140,6,-22.629187990000002,,
5.07108211517334,3299,220,0.00035,480,8.90657901763916,14.45,3198,6,-23.054832240000007,,
5.064545631408691,3352,224,0.00035,486,9.463848114013672,14.38,3251,6,-22.880229800000002,,
5.633100509643555,3397,228,0.00035,498,9.124820709228516,14.24,3296,6,-22.203466770000006,,
4.038542747497559,3451,232,0.00035,505,9.313142776489258,14.19,3350,6,-22.92009838,,
4.6441144943237305,3501,236,0.00035,512,9.080312728881836,14.24,3400,6,-23.55699585,,
4.992367267608643,3564,240,0.00035,520,10.150461196899414,14.32,3463,6,-24.021810819999995,,
5.283203125,3613,244,0.00035,526,9.233953475952148,14.11,3512,6,-25.153350849999995,,
5.161038398742676,3657,248,0.00035,532,10.394603729248047,13.92,3556,6,-25.16058979,,
5.360021114349365,3703,252,0.00035,543,9.739235877990723,13.89,3602,6,-24.70315076,,
5.109215259552002,3763,256,0.00035,550,9.825912475585938,14.0,3662,6,-24.66364608,,
5.426189422607422,3822,260,0.00035,558,9.924643516540527,14.08,3721,6,-24.86791596,,
7.5638909339904785,3879,264,0.00035,564,10.089942932128906,14.0,3778,6,-24.791343689999998,,
4.294074058532715,3953,268,0.00035,573,9.502399444580078,14.1,3852,6,-25.407734600000005,,
4.845773220062256,4011,272,0.00035,581,10.426900863647461,14.17,3910,6,-25.48180219,,
5.222633361816406,4068,276,0.00035,593,10.574263572692871,14.16,3967,6,-26.202758919999997,,
4.2788848876953125,4116,280,0.00035,600,9.525885581970215,14.04,4015,6,-27.42496712,,
4.239710807800293,4160,284,0.00035,606,9.417583465576172,13.89,4059,6,-27.227570359999994,,
4.774598121643066,4221,288,0.00035,614,9.707999229431152,13.89,4120,6,-28.148089770000002,,
4.910604000091553,4284,292,0.00035,623,9.563732147216797,14.0,4183,6,-29.07004643,,
5.622156143188477,4342,296,0.00035,630,9.868746757507324,13.93,4241,6,-29.177944860000004,,
8.60586929321289,4402,300,0.00035,643,10.622252464294434,14.07,4301,6,-30.39192211,,
4.392635822296143,4470,304,0.00035,652,10.762496948242188,14.08,4369,6,-30.657997840000004,,
3.9379260540008545,4530,308,0.00035,660,9.235973358154297,14.1,4429,6,-31.661851009999996,,
5.31303596496582,4584,312,0.00035,667,9.420740127563477,14.1,4483,6,-32.76630015999999,,
5.468773365020752,4648,316,0.00035,676,9.84742546081543,14.07,4547,6,-33.45342221,,
5.486512184143066,4703,320,0.00035,683,9.895950317382812,14.04,4602,6,-33.66879094,,
5.601189613342285,4738,324,0.00035,688,10.183632850646973,13.86,4637,6,-34.56676392,,
5.230001449584961,4796,328,0.00035,702,10.957478523254395,13.99,4695,6,-35.62293479,,
6.130584716796875,4846,332,0.00035,707,11.054730415344238,13.95,4745,6,-34.44706176,,
6.1353583335876465,4903,336,0.00035,714,10.434152603149414,14.02,4802,6,-33.54644272,,
7.285564422607422,4947,340,0.00035,720,10.075447082519531,13.83,4846,6,-32.240244880000006,,
5.538453102111816,4995,344,0.00035,726,10.29496955871582,13.82,4894,6,-30.826031779999997,,
6.765475273132324,5039,348,0.00035,732,10.387935638427734,13.82,4938,6,-29.768405230000003,,
6.256667137145996,5104,352,0.00035,745,9.980767250061035,14.01,5003,6,-29.552009280000004,,
6.383470058441162,5153,356,0.00035,751,10.478124618530273,13.9,5052,6,-29.622401740000004,,
6.2872748374938965,5215,360,0.00035,760,10.804996490478516,13.93,5114,6,-29.38707226,,
6.534651756286621,5266,364,0.00035,766,10.62625503540039,13.87,5165,6,-29.113145600000003,,
7.306741714477539,5321,368,0.00035,774,9.692429542541504,13.68,5220,6,-28.631520590000004,,
6.7806782722473145,5370,372,0.00035,780,10.213095664978027,13.59,5269,6,-28.513819869999992,,
4.583723068237305,5427,376,0.00035,792,10.057762145996094,13.59,5326,6,-27.61844533,,
5.347228050231934,5485,380,0.00035,800,10.859869003295898,13.69,5384,6,-26.019864039999995,,
6.3899641036987305,5537,384,0.00035,806,10.384870529174805,13.77,5436,6,-26.261010810000002,,
6.728303909301758,5602,388,0.00035,815,11.091567993164062,13.81,5501,6,-25.01468387,,
6.954617977142334,5657,392,0.00035,822,11.186015129089355,13.73,5556,6,-23.792546500000004,,
6.176614761352539,5715,396,0.00035,829,9.782090187072754,13.73,5614,6,-23.471767860000003,,
7.297382831573486,5774,400,0.00035,872,9.668662071228027,13.72,5673,6,-22.408157050000003,,
6.067353248596191,5831,404,0.00035,879,9.585372924804688,13.61,5730,6,-21.105404049999997,,
5.660571098327637,5900,408,0.00035,888,10.385673522949219,13.7,5799,6,-19.80809658,,
4.758142471313477,5950,412,0.00035,894,10.249866485595703,13.66,5849,6,-18.76811019,,
6.33099365234375,6024,416,0.00035,902,10.193618774414062,13.76,5923,6,-18.52442734,,
7.622705936431885,6091,420,0.00035,911,8.895626068115234,13.88,5990,6,-17.62090407,,
6.427121639251709,6149,424,0.00035,918,10.059013366699219,14.11,6048,6,-16.827998490000002,,
8.618404388427734,6213,428,0.00035,932,11.144061088562012,14.17,6112,6,-15.984654159999998,,
5.647881984710693,6266,432,0.00035,939,11.239054679870605,14.2,6165,6,-17.259530950000002,,
6.472461700439453,6329,436,0.00035,949,10.997282981872559,14.26,6228,6,-18.824321949999998,,
6.550660133361816,6379,440,0.00035,956,10.21213150024414,14.32,6278,6,-19.66288507,,
6.767696380615234,6438,444,0.00035,964,9.980262756347656,14.43,6337,6,-20.963024619999995,,
5.235434532165527,6487,448,0.00035,970,10.57211685180664,14.48,6386,6,-21.961195869999997,,
5.19263219833374,6535,452,0.00035,983,10.52195930480957,14.31,6434,6,-22.204426469999998,,
5.012006759643555,6588,456,0.00035,989,9.571029663085938,14.35,6487,6,-22.72629846,,
6.526674270629883,6652,460,0.00035,997,11.115638732910156,14.37,6551,6,-23.009981949999997,,
6.853084564208984,6705,464,0.00035,1004,11.274179458618164,14.39,6604,6,-23.06336683,,
6.155472755432129,6766,468,0.00035,1012,9.142678260803223,14.45,6665,6,-22.762892419999993,,
5.200782775878906,6823,472,0.00035,1020,11.1493558883667,14.53,6722,6,-23.130993719999996,,
5.670693397521973,6883,476,0.00035,1034,10.339733123779297,14.56,6782,6,-23.187113989999997,,
4.970601558685303,6953,480,0.00035,1043,10.039569854736328,14.68,6852,6,-23.55234758,,
6.076538562774658,7013,484,0.00035,1051,10.300614356994629,14.76,6912,6,-23.794869979999998,,
6.188202857971191,7086,488,0.00035,1060,11.398338317871094,14.84,6985,6,-24.48189104,,
7.367528438568115,7155,492,0.00035,1069,10.620543479919434,14.98,7054,6,-25.391101189999993,,
6.514035224914551,7213,496,0.00035,1077,9.752469062805176,14.98,7112,6,-25.20609242,,
8.008867263793945,7279,500,0.00035,1091,9.228833198547363,15.05,7178,6,-25.45687646,,
5.9269890785217285,7333,504,0.00035,1099,10.52437973022461,15.02,7232,6,-25.522899799999994,,
4.27943229675293,7401,508,0.00035,1108,10.021291732788086,15.01,7300,6,-25.624886719999996,,
4.825108528137207,7457,512,0.00035,1116,10.53532886505127,15.07,7356,6,-25.87445597,,
5.738733291625977,7514,516,0.00035,1123,9.92279052734375,14.9,7413,6,-25.38720493,,
5.388628005981445,7557,520,0.00035,1130,9.83553409576416,14.66,7456,6,-25.38775169,,
5.183171272277832,7622,524,0.00035,1139,9.843323707580566,14.73,7521,6,-25.745953769999996,,
5.053316116333008,7663,528,0.00035,1150,10.9180908203125,14.5,7562,6,-26.110790090000002,,
4.63572883605957,7728,532,0.00035,1159,8.875777244567871,14.62,7627,6,-25.68282779,,
6.764985084533691,7787,536,0.00035,1166,11.50941276550293,14.58,7686,6,-24.36570037,,
5.847862243652344,7824,540,0.00035,1172,10.876623153686523,14.45,7723,6,-24.139026160000007,,
6.7834978103637695,7887,544,0.00035,1180,10.286287307739258,14.49,7786,6,-23.921044100000003,,
4.669921875,7948,548,0.00035,1188,9.842707633972168,14.61,7847,6,-24.264647450000002,,
4.052670478820801,7989,552,0.00035,1200,11.36934757232666,14.54,7888,6,-24.757576189999995,,
4.903594017028809,8046,556,0.00035,1208,10.199848175048828,14.58,7945,6,-25.916244209999995,,
5.907863616943359,8083,560,0.00035,1213,10.01938247680664,14.31,7982,6,-26.511463400000004,,
5.87689733505249,8128,564,0.00035,1220,10.991561889648438,14.23,8027,6,-27.238741590000007,,
7.085257530212402,8176,568,0.00035,1227,10.54154109954834,14.1,8075,6,-28.118103010000006,,
6.367897987365723,8228,572,0.00035,1234,10.893148422241211,14.05,8127,6,-28.857040520000005,,
7.133514404296875,8265,576,0.00035,1245,10.52827262878418,13.82,8164,6,-29.99298489,,
6.005393981933594,8318,580,0.00035,1252,9.803750038146973,13.65,8217,6,-30.888843560000005,,
8.81709098815918,8366,584,0.00035,1260,11.165670394897461,13.53,8265,6,-31.28312457,,
7.178034782409668,8416,588,0.00035,1266,11.157920837402344,13.3,8315,6,-31.54494519,,
4.915143966674805,8482,592,0.00035,1274,10.754926681518555,13.27,8381,6,-31.19008566,,
5.624845504760742,8531,596,0.00035,1281,11.900896072387695,13.18,8430,6,-32.43920812999999,,
6.372620582580566,8589,600,0.00035,1294,11.358667373657227,13.1,8488,6,-32.86121696,,
6.7075724601745605,8653,604,0.00035,1301,10.514885902404785,13.2,8552,6,-33.24191035,,
6.708168983459473,8710,608,0.00035,1307,10.707769393920898,13.09,8609,6,-34.023644219999994,,
12.50978946685791,8808,612,0.00035,1318,8.481195449829102,13.51,8707,6,-33.6812294,,
6.843842506408691,8884,616,0.00035,1327,8.248800277709961,13.7,8783,6,-34.19861221,,
6.989980697631836,9017,620,0.00035,1341,8.802162170410156,14.6,8916,6,-34.23877366,,
8.153242111206055,9085,624,0.00035,1349,9.5211820602417,14.63,8984,6,-33.33015709000001,,
6.687406063079834,9161,628,0.00035,1366,9.656234741210938,14.98,9060,6,-32.33773343,,
7.2656145095825195,9234,632,0.00035,1374,8.640743255615234,15.06,9133,6,-31.308330479999995,,
6.923775672912598,9297,636,0.00035,1383,8.096981048583984,15.1,9196,6,-31.450710909999998,,
6.624576568603516,9367,640,0.00035,1391,7.788433074951172,15.43,9266,6,-30.63682009,,
8.548532485961914,9449,644,0.00035,1401,7.865398406982422,15.62,9348,6,-29.806454809999995,,
5.66933536529541,9536,648,0.00035,1412,7.01619815826416,15.88,9435,6,-27.91002193,,
10.493854522705078,9789,652,0.00035,1445,6.027503967285156,18.0,9688,6,-42.45847696999999,,
6.924435615539551,9977,656,0.00035,1468,6.403729438781738,19.31,9876,6,-44.519360289999995,,
6.6837310791015625,10153,660,0.00035,1488,5.146414756774902,20.7,10052,6,-44.86728101999999,,
5.092919826507568,10243,664,0.00035,1499,5.151190757751465,21.15,10142,6,-44.815876550000006,,
6.524107933044434,10308,668,0.00035,1507,5.373536586761475,21.32,10207,6,-43.96517968999999,,
6.128549098968506,10422,672,0.00035,1521,4.930088996887207,21.94,10321,6,-44.759418450000005,,
5.730828285217285,10603,676,0.00035,1548,5.472088813781738,23.38,10502,6,-46.40550029,,
7.092777252197266,10777,680,0.00035,1565,5.335373401641846,24.59,10676,6,-45.09160317,,
6.388956069946289,10994,684,0.00035,1586,4.73396110534668,26.28,10893,6,-47.19043507000001,,
8.339364051818848,11173,688,0.00035,1602,4.75930118560791,27.57,11072,6,-55.71136570000001,,
8.906805038452148,11341,692,0.00035,1622,4.103281021118164,28.59,11240,6,-64.23681222,,
7.173901557922363,11469,696,0.00035,1637,5.156411170959473,29.38,11368,7,-67.54345155,,
8.847383499145508,11533,700,0.00035,1652,5.785521030426025,29.44,11432,6,-68.19806749,,
10.772934913635254,11591,704,0.00035,1659,5.451264381408691,29.38,11490,6,-67.8090133,,
9.994516372680664,11639,708,0.00035,1666,3.874434471130371,29.29,11538,6,-67.00029183,,
7.808195114135742,11713,712,0.00035,1674,5.079909324645996,29.05,11612,6,-67.1963785,,
6.033093452453613,11778,716,0.00035,1683,3.8347039222717285,28.94,11677,6,-67.00788818000001,,
7.0115861892700195,11851,720,0.00035,1692,3.726750373840332,28.34,11750,7,-66.73423590000002,,
8.096670150756836,11909,724,0.00035,1699,5.761256694793701,28.24,11808,7,-67.45798465,,
7.058265209197998,11967,728,0.00035,1713,3.790390968322754,28.06,11866,6,-67.48892611000001,,
6.011170864105225,12098,732,0.00035,1727,4.127879619598389,28.64,11997,7,-67.92844456,,
5.571795463562012,12198,736,0.00035,1739,4.328850746154785,29.01,12097,7,-67.31352513,,
7.274487495422363,12295,740,0.00035,1752,5.444610595703125,29.28,12194,7,-66.86240294,,
9.76624870300293,12368,744,0.00035,1761,4.064725875854492,29.19,12267,7,-67.24764693,,
7.497937202453613,12447,748,0.00035,1770,3.7798104286193848,29.11,12346,7,-67.82111366,,
6.043569564819336,12522,752,0.00035,1785,3.411558151245117,27.33,12421,7,-53.05122466999999,,
10.748809814453125,12629,756,0.00035,1797,3.2680747509002686,26.52,12528,7,-49.38100809,,
9.425745010375977,12746,760,0.00035,1810,4.901150226593018,25.93,12645,7,-47.49030709000001,,
7.669639587402344,12872,764,0.00035,1823,4.71566104888916,26.29,12771,7,-46.56952402000002,,
8.291927337646484,12985,768,0.00035,1838,4.047228813171387,26.77,12884,7,-47.580718700000006,,
6.116903305053711,13090,772,0.00035,1849,3.397838592529297,26.68,12989,7,-45.258008690000004,,
5.5528740882873535,13183,776,0.00035,1866,3.9873275756835938,25.8,13082,7,-42.40967587,,
5.190526962280273,13342,780,0.00035,1882,3.6104981899261475,25.65,13241,7,-42.61415734,,
6.1999921798706055,13477,784,0.00035,1896,3.5639309883117676,24.83,13376,7,-39.05396093,,
6.344491004943848,13601,788,0.00035,1908,3.052934408187866,24.28,13500,7,-29.43181144,,
6.9161577224731445,14087,792,0.00035,1948,2.9233851432800293,27.46,13986,7,-24.05256002,,
5.630487442016602,14207,796,0.00035,1960,2.7976856231689453,27.38,14106,7,-17.973052489999997,,
10.267252922058105,14446,800,0.00035,1987,2.281317710876465,29.13,14345,7,-18.42657758,,
7.195468425750732,14575,804,0.00035,2002,2.4648852348327637,29.84,14474,7,-18.584092740000003,,
7.898232936859131,15111,808,0.00035,2048,1.8097457885742188,34.72,15010,7,-18.49758014,,
10.534334182739258,15536,812,0.00035,2093,1.8119853734970093,38.23,15435,7,-18.391434860000004,,
9.23161506652832,15839,816,0.00035,2121,0.4983542263507843,40.61,15738,7,-18.0167344,,
7.958097457885742,16617,820,0.00035,2196,-1.5824458599090576,47.66,16516,7,-23.48379684,,
8.346284866333008,17125,824,0.00035,2251,-3.341360569000244,52.16,17024,7,-22.5314976,,
7.664580345153809,17890,828,0.00035,2325,-1.5545661449432373,59.23,17789,7,-18.48958774,,
7.350679397583008,18502,832,0.00035,2384,-3.9826314449310303,64.04,18401,7,-9.898100859999998,,
9.602670669555664,18793,836,0.00035,2411,-2.5425500869750977,65.95,18692,7,-7.862216229999999,,
7.832061767578125,19265,840,0.00035,2452,-4.709181308746338,69.7,19164,7,-2.77369574,,
13.354024887084961,20914,844,0.00035,2592,-6.9677886962890625,85.46,20813,8,7.20441537,,
7.593734264373779,21345,848,0.00035,2636,-7.158307075500488,88.98,21244,8,8.71727083,,
11.315317153930664,23650,852,0.00035,2855,-7.6031999588012695,111.28,23549,8,24.990339190000004,,
7.999842166900635,24438,856,0.00035,2928,-7.971292972564697,118.09,24337,8,26.308647699999998,,
11.158738136291504,25185,860,0.00035,2994,-9.303656578063965,124.39,25084,8,25.487549240000007,,
7.782683849334717,26429,864,0.00035,3121,-9.926959991455078,135.57,26328,8,31.822510610000005,,
11.956101417541504,27229,868,0.00035,3195,-10.332275390625,142.44,27128,8,34.99366869,,
10.494455337524414,28419,872,0.00035,3299,-10.460124015808105,153.29,28318,8,45.64126956,,
8.057321548461914,29518,876,0.00035,3413,-11.132490158081055,163.35,29417,8,64.51106038,,
4.849872589111328,30610,880,0.00035,3496,-11.879589080810547,172.68,30509,8,63.223120900000005,,
7.92685604095459,31025,884,0.00035,3531,-10.237588882446289,175.48,30924,8,65.35727587,,
9.469125747680664,33929,888,0.00035,3777,-10.394511222839355,203.28,33828,8,50.542141699999995,,
6.68767786026001,34835,892,0.00035,3851,-10.54510498046875,207.48,34734,9,52.62073286,,
7.5666656494140625,36193,896,0.00035,3975,-11.739692687988281,219.86,36092,9,51.874234550000004,,
6.315436363220215,39209,900,0.00035,4214,-10.052535057067871,247.63,39108,9,47.406498439999986,,
6.710790157318115,39499,904,0.00035,4240,-10.369821548461914,249.24,39398,9,47.76150690999999,,
9.423694610595703,41541,908,0.00035,4400,-9.250017166137695,264.3,41440,9,32.58995616,,
4.640298843383789,43965,912,0.00035,4587,-9.205989837646484,284.29,43864,9,24.60767147999998,,
6.383365631103516,45400,916,0.00035,4700,-8.16604232788086,295.61,45299,9,5.8931853299999855,,
6.610429763793945,46345,920,0.00035,4795,-8.700274467468262,297.28,46244,9,0.6917714699999862,,
8.348274230957031,46755,924,0.00035,4835,-9.189825057983398,296.3,46654,9,-2.694138000000015,,
7.704665184020996,47184,928,0.00035,4874,-9.026897430419922,292.94,47083,9,-10.574412700000005,,
6.702681541442871,48620,932,0.00035,4983,-8.874640464782715,301.18,48519,9,-30.293857800000005,,
5.76298713684082,50016,936,0.00035,5109,-8.926655769348145,312.23,49915,9,-26.152690170000007,,
4.335221290588379,50905,940,0.00035,5182,-9.398412704467773,316.4,50804,9,-32.17806428,,
6.648244857788086,51849,944,0.00035,5255,-7.91331148147583,309.35,51748,9,-52.013077429999996,,
5.181102752685547,52736,948,0.00035,5333,-8.113868713378906,313.91,52635,9,-48.794489459999994,,
6.421755313873291,53154,952,0.00035,5376,-8.669641494750977,295.04,53053,9,-60.85861490000001,,
7.654023170471191,54066,956,0.00035,5453,-8.093900680541992,296.28,53965,9,-47.70345838,,
5.200868606567383,54663,960,0.00035,5505,-9.658061981201172,294.78,54562,9,-37.19371206000002,,
8.030874252319336,56747,964,0.00035,5684,-8.900704383850098,303.18,56646,9,-28.937777150000002,,
5.468766689300537,57114,968,0.00035,5723,-9.514664649963379,298.85,57013,9,-33.177269960000004,,
6.251241683959961,57315,972,0.00035,5740,-9.277979850769043,288.96,57214,9,-41.576541320000025,,
4.532833099365234,57857,976,0.00035,5797,-9.109292984008789,283.39,57756,9,-54.53226401000003,,
5.042647838592529,58172,980,0.00035,5825,-9.194456100463867,275.62,58071,9,-60.47163308000001,,
9.006880760192871,58733,984,0.00035,5872,-9.512412071228027,277.08,58632,10,-63.97367014,,
5.240335464477539,59031,988,0.00035,5902,-9.245981216430664,251.02,58930,10,-48.130301980000006,,
5.157291412353516,59784,992,0.00035,5970,-9.61124038696289,249.49,59683,10,-40.26602056,,
4.320807456970215,60887,996,0.00035,6073,-8.99012565612793,246.94,60786,10,-41.78086956,,
5.306164741516113,61164,1000,0.00035,6110,-9.89964485168457,219.55,61063,10,-42.72030771000001,,
4.532637119293213,61433,1004,0.00035,6133,-9.176248550415039,219.34,61332,10,-45.39620785,,
6.643080234527588,62318,1008,0.00035,6210,-8.34035873413086,207.77,62217,10,-27.76113538,,
5.760332107543945,63031,1012,0.00035,6272,-9.600763320922852,190.66,62930,10,-19.09842075999999,,
6.476890563964844,63702,1016,0.00035,6328,-7.85603141784668,183.02,63601,10,-6.613153239999997,,
4.306694984436035,64478,1020,0.00035,6400,-8.827927589416504,181.33,64377,10,2.5496580499999997,,
5.265064239501953,65558,1024,0.00035,6491,-9.03577995300293,188.03,65457,10,-5.598742590000001,,
6.334200382232666,67497,1028,0.00035,6670,-8.172063827514648,203.13,67396,10,15.987624270000001,,
8.904104232788086,68427,1032,0.00035,6751,-9.279352188110352,198.07,68326,10,32.13432058,,
5.479918479919434,69450,1036,0.00035,6849,-9.981358528137207,194.34,69349,10,41.517025669999995,,
7.5004777908325195,70235,1040,0.00035,6915,-9.824044227600098,193.3,70134,10,35.494751949999994,,
5.281749725341797,70500,1044,0.00035,6939,-8.214672088623047,186.51,70399,10,49.175188289999994,,
6.503446102142334,71684,1048,0.00035,7038,-8.736883163452148,189.48,71583,10,33.79229793,,
7.647190093994141,72439,1052,0.00035,7099,-9.497148513793945,192.85,72338,10,17.660790580000004,,
5.2064900398254395,73836,1056,0.00035,7205,-8.633180618286133,197.7,73735,10,-30.80909669,,
5.532514572143555,75272,1060,0.00035,7340,-10.485437393188477,206.09,75171,10,-33.35112577,,
5.396188259124756,76484,1064,0.00035,7461,-9.626227378845215,197.37,76383,10,-42.886958619999994,,
5.725924015045166,77029,1068,0.00035,7512,-10.34678840637207,199.15,76928,10,-40.094802699999995,,
5.368791580200195,78778,1072,0.00035,7673,-8.876632690429688,214.63,78677,10,-49.13802638,,
6.947562217712402,79146,1076,0.00035,7714,-8.984610557556152,212.89,79045,10,-49.00288259,,
4.865512847900391,79796,1080,0.00035,7770,-10.615108489990234,216.24,79695,10,-37.736128019999995,,
5.808378219604492,81840,1084,0.00035,7970,-11.232763290405273,231.07,81739,10,-34.79095691,,
9.004495620727539,83422,1088,0.00035,8119,-9.787250518798828,243.91,83321,10,-39.57676841,,
8.008047103881836,85235,1092,0.00035,8309,-10.630899429321289,254.51,85134,10,-43.93309223999999,,
8.230315208435059,86867,1096,0.00035,8447,-10.025733947753906,259.8,86766,10,-52.9668662,,
7.113560199737549,88121,1100,0.00035,8574,-10.886148452758789,269.57,88020,10,-26.594419099999996,,
6.542677402496338,89370,1104,0.00035,8706,-10.28830337524414,279.37,89269,10,-22.512401439999994,,
9.44002914428711,91319,1108,0.00035,8893,-9.985196113586426,290.01,91218,10,-54.09923602999999,,
7.033790588378906,92472,1112,0.00035,8995,-11.528990745544434,294.41,92371,10,-65.63104315,,
5.583128929138184,93494,1116,0.00035,9101,-10.964147567749023,297.92,93393,10,-60.365049200000016,,
8.447638511657715,94227,1120,0.00035,9167,-10.526320457458496,297.49,94126,10,-48.47673425,,
4.27042818069458,95383,1124,0.00035,9277,-10.484322547912598,298.25,95282,10,-30.342691189999982,,
9.06756591796875,97024,1128,0.00035,9454,-10.846324920654297,295.27,96923,10,-76.04324444999999,,
7.785599708557129,98118,1132,0.00035,9571,-9.669626235961914,296.91,98017,10,-94.38857213999998,,
6.883297920227051,99414,1136,0.00035,9691,-10.17393684387207,299.64,99313,10,-111.79550262999999,,
5.954242706298828,99756,1140,0.00035,9728,-10.685175895690918,295.21,99655,10,-109.54553619999997,,
