time/episodes,train/critic_loss,time/time_elapsed,train/n_updates,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,train/learning_rate,train/actor_loss,eval/mean_ep_length,eval/mean_reward
2188,0.9349271059036255,78030,896256,11,683.53,2002.9103345900003,896357,0.0002,-32.86833572387695,,
,0.7110347747802734,,899899,,,,900000,0.0002,-33.378074645996094,699.2,2231.9639492
2192,0.8877828121185303,78601,900899,11,698.66,2071.14427668,901000,0.0002,-33.47309875488281,,
2196,2.0958187580108643,78697,902188,11,680.45,2011.37607885,902289,0.0002,-32.693363189697266,,
2200,1.001098871231079,78785,903432,11,661.56,1956.2271757900003,903533,0.0002,-32.51615905761719,,
2204,1.5747225284576416,79075,907432,11,673.53,2015.87989877,907533,0.0002,-33.059104919433594,,
2208,0.5609814524650574,79362,911432,11,682.4,2063.30057137,911533,0.0002,-32.897560119628906,,
2212,4.067194938659668,79616,915103,11,699.68,2116.68607551,915204,0.0002,-33.950531005859375,,
2216,0.6022394895553589,79893,918982,11,710.83,2103.1340191399995,919083,0.0002,-33.28572082519531,,
2220,1.9004733562469482,80072,921341,11,702.84,2032.65507101,921442,0.0002,-33.79346466064453,,
