time/iterations,time/time_elapsed,time/total_timesteps,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,train/n_updates,train/clip_range,train/std,train/entropy_loss,train/policy_gradient_loss,train/clip_fraction,train/explained_variance,train/learning_rate,train/loss,train/approx_kl,train/value_loss,eval/mean_reward,eval/mean_ep_length
248,47376,507904,10,339.6,910.48351201,2470,0.3,0.15771831572055817,0.9603121429681778,-0.009035455151461069,0.20276041738688946,0.7915384769439697,0.00035953152,8.380722045898438,0.07298014,18.006199073791503,,
249,47529,509952,10,344.92,934.19341261,2480,0.3,0.15782538056373596,0.959904107451439,0.01097275037522195,0.2773828186094761,0.7311954498291016,0.00035936768,7.100355625152588,0.12720218,15.606564474105834,,
250,47693,512000,10,342.48,928.82338121,2490,0.3,0.15798704326152802,0.9603950560092926,-0.0019944657967425174,0.21800781935453414,0.8274288326501846,0.00035920384,6.241164684295654,0.042470984,13.649275159835815,,
251,47852,514048,10,353.93,966.7825025600001,2500,0.3,0.15359486639499664,1.0194639921188355,0.0011233114852075231,0.25925781615078447,0.8320911079645157,0.00035904,5.684443950653076,0.09601431,12.918027067184449,,
252,48008,516096,10,360.34,988.1065370799998,2510,0.3,0.1539607048034668,1.016966164112091,0.008716640083584882,0.30720052868127823,0.6605632305145264,0.00035887616,4.96872615814209,0.10262364,10.604710578918457,,
253,48166,518144,10,368.89,1019.7956216,2520,0.3,0.15390563011169434,1.016759032011032,0.018153891342226426,0.3420963652431965,0.7564581334590912,0.00035871232000000004,7.571240425109863,0.33279213,15.01203145980835,,
,,520000,,,,2530,0.3,0.15393656492233276,1.0180704414844512,0.049604029904003255,0.4814192891120911,0.8583303093910217,0.00035854848,3.4855799674987793,0.38686025,8.37916133403778,1309.0506012950093,437.4
254,48545,520192,10,375.1,1039.48495068,,,,,,,,,,,,,
255,48706,522240,10,370.37,1019.2804311399999,2540,0.3,0.14987513422966003,1.0764793395996093,0.062185666162986306,0.6327604389196495,0.7109626829624176,0.00035838464000000005,5.8744049072265625,0.5629024,15.41549572944641,,
256,48867,524288,10,376.46,1037.38941537,2550,0.3,0.1504775881767273,1.0684315025806428,0.04084063270478513,0.5585286557674408,0.7882332354784012,0.0003582208,4.8167195320129395,0.51723504,10.298297834396362,,
257,49029,526336,10,367.35,1009.0631777600001,2560,0.3,0.15100324153900146,1.061206442117691,-0.0038016523374244217,0.28218750581145285,0.800762265920639,0.00035805696,3.868931293487549,0.053511426,8.61523358821869,,
258,49187,528384,10,376.15,1038.25579707,2570,0.3,0.15145859122276306,1.0568099796772004,0.0032398264231960905,0.3492057353258133,0.8039521872997284,0.00035789312000000003,4.992461204528809,0.14371057,11.341151189804076,,
259,49355,530432,10,379.71,1051.54969596,2580,0.3,0.15154969692230225,1.0560348451137542,0.0131708535179496,0.3112239636480808,0.711499810218811,0.00035772928,4.535905361175537,0.17693391,8.649550986289977,,
260,49514,532480,10,390.39,1084.25286574,2590,0.3,0.14759431779384613,1.1161083698272705,0.0330291441292502,0.5204166784882546,0.8227983117103577,0.00035756544,4.409786224365234,0.3298592,10.327472591400147,,
261,49675,534528,10,392.46,1091.2417348499998,2600,0.3,0.14796102046966553,1.1101528227329254,-0.012929446204943814,0.14375000363215804,0.692962110042572,0.0003574016,4.685169696807861,0.031806476,12.099765729904174,,
262,49832,536576,10,377.8,1047.50201979,2610,0.3,0.1480618417263031,1.1085335552692412,-0.007574551552679587,0.17410156689584255,0.740510880947113,0.00035723776,4.987320423126221,0.04294006,13.77769947052002,,
263,49992,538624,10,389.11,1083.9842975800002,2620,0.3,0.14821162819862366,1.1089733719825745,-0.0014431287557817641,0.2739713616669178,0.7972972840070724,0.00035707392,6.071637153625488,0.06685903,13.284744834899902,,
,,540000,,,,2630,0.3,0.14846277236938477,1.1082307755947114,-0.005353566723642888,0.23872396232327447,0.729625940322876,0.00035691008000000006,6.480215072631836,0.054034863,16.146046304702757,2701.017218164913,840.6
264,50554,540672,10,389.87,1089.4991080900002,,,,,,,,,,,,,
265,50716,542720,10,388.63,1087.36852257,2640,0.3,0.14455898106098175,1.1653423190116883,0.03480065500334604,0.5094401127105812,0.6203496158123016,0.00035674624000000003,6.143824577331543,0.12451333,17.864629650115965,,
266,50875,544768,10,403.87,1135.91836889,2650,0.3,0.1448756903409958,1.1603822767734528,-0.006661200630769493,0.2580078199505806,0.7908995300531387,0.0003565824,3.680267572402954,0.04554923,9.14636480808258,,
267,51034,546816,10,422.49,1195.2529720300001,2660,0.3,0.14502765238285065,1.1619398772716523,0.0063889397680759515,0.33087240234017373,0.7098653316497803,0.00035641856000000004,3.7220706939697266,0.10037158,9.42689425945282,,
268,51194,548864,10,439.05,1248.25583731,2670,0.3,0.14563368260860443,1.15927397608757,-0.0009718662954401935,0.2886588595807552,0.8090762197971344,0.00035625472,4.179181098937988,0.1017735,9.162561726570129,,
269,51354,550912,10,444.2,1265.8487322700003,2680,0.3,0.14628997445106506,1.1555618405342103,0.020489853970939366,0.3966015692800283,0.797635942697525,0.00035609088,2.6772544384002686,0.1589548,5.562225604057312,,
270,51519,552960,10,445.9,1273.96571089,2690,0.3,0.14321255683898926,1.2066106259822846,-0.0076986828004010025,0.3307682380080223,0.8445514142513275,0.00035592704,2.7180540561676025,0.12711231,6.929738140106201,,
271,51677,555008,10,454.34,1302.86595717,2700,0.3,0.14420965313911438,1.1945165693759918,0.01732785632135343,0.38028646931052207,0.8024029433727264,0.0003557632,4.736569881439209,0.046569727,9.466574788093567,,
272,51835,557056,10,453.01,1295.8036348499998,2710,0.3,0.14425446093082428,1.190040075778961,0.007503960347967231,0.34986979588866235,0.8457843363285065,0.00035559936,2.21328067779541,0.15845697,5.865505242347718,,
273,51999,559104,10,465.15,1338.25672236,2720,0.3,0.14431598782539368,1.1923026204109193,-0.014237322807312047,0.30165365487337115,0.8242965638637543,0.00035543552,4.3703789710998535,0.048474185,9.303084444999694,,
,,560000,,,,2730,0.3,0.14419768750667572,1.1937220215797424,0.004327543228282593,0.3228906325995922,0.8545602709054947,0.00035527168,2.6581149101257324,0.19459274,5.537840962409973,2201.177615739405,682.4
274,52479,561152,10,472.94,1365.4260582000002,,,,,,,,,,,,,
275,52637,563200,10,473.87,1366.5336446500003,2740,0.3,0.1399051547050476,1.256876254081726,0.012037138258165214,0.33179688349482606,0.7481408715248108,0.00035510784,2.413210153579712,0.29018706,10.493485951423645,,
276,52798,565248,10,472.08,1358.9251097699996,2750,0.3,0.1398906707763672,1.258298635482788,0.017974729863926786,0.3476432368159294,0.8346111476421356,0.00035494400000000005,4.780669689178467,0.09116056,11.37952480316162,,
277,52954,567296,10,468.12,1343.39096142,2760,0.3,0.13976718485355377,1.2603544533252715,-0.0009226099884835914,0.23865886256098748,0.7651199400424957,0.00035478016,4.871308326721191,0.052646324,12.330934476852416,,
278,53113,569344,10,464.4,1326.7772002400002,2770,0.3,0.13957197964191437,1.2629672408103942,-0.012130108443088839,0.20709636025130748,0.8675757348537445,0.00035461632,4.1775288581848145,0.045946658,10.526648473739623,,
279,53275,571392,10,469.35,1339.50276346,2780,0.3,0.1394716501235962,1.2674288332462311,0.006953703827894064,0.2700000053271651,0.8518126010894775,0.00035445248000000003,6.490761756896973,0.06337171,14.460225057601928,,
280,53437,573440,10,478.61,1368.58456157,2790,0.3,0.13524386286735535,1.3292662858963014,-0.009649937832728028,0.3009635478258133,0.7561613172292709,0.00035428864,5.450652599334717,0.05023506,11.523316192626954,,
281,53591,575488,10,482.38,1377.1611753000002,2800,0.3,0.13547073304653168,1.328544557094574,-0.007831834619282763,0.29665365293622015,0.8007994443178177,0.0003541248,5.109178066253662,0.23829475,10.67959704399109,,
282,53746,577536,10,454.14,1285.7346598800002,2810,0.3,0.13554279506206512,1.3245659470558167,0.03222625935930408,0.4167317770421505,0.842562809586525,0.00035396096,4.458483695983887,0.15962693,9.716378021240235,,
283,53900,579584,10,454.41,1287.1077766499998,2820,0.3,0.13551484048366547,1.3238109707832337,-0.0023800524277611144,0.22002604678273202,0.8048442304134369,0.00035379712,7.4750285148620605,0.062018428,16.180194234848024,,
,,580000,,,,2830,0.3,0.1358819156885147,1.3230861186981202,-0.01064979039598235,0.1668619817122817,0.8042919039726257,0.00035363328,4.68640661239624,0.027801994,11.760861134529113,797.3328432610724,264.4
284,54160,581632,10,447.0,1265.83345377,,,,,,,,,,,,,
285,54312,583680,10,450.13,1280.2881574,2840,0.3,0.13198131322860718,1.3798500955104829,-0.010707303984963801,0.17341146230755838,0.8250205218791962,0.00035346944000000006,6.133791923522949,0.043329265,15.291416263580322,,
286,54479,585728,10,432.91,1227.2290879400002,2850,0.3,0.13200868666172028,1.38015119433403,-0.015196712987963146,0.2031640660658013,0.7698852270841599,0.00035330560000000003,2.992175340652466,0.07515087,8.981026148796081,,
287,54631,587776,10,408.62,1148.1742004500002,2860,0.3,0.1323317289352417,1.3791558563709259,-0.004820398420561212,0.213125004991889,0.8319448828697205,0.00035314176,4.706284999847412,0.09832152,14.1784677028656,,
288,54789,589824,10,404.77,1135.79317888,2870,0.3,0.13261014223098755,1.375068038702011,0.0005531745118787512,0.18177083721384407,0.7224380671977997,0.00035297792000000004,5.822092056274414,0.04396496,15.637792825698853,,
289,54946,591872,10,396.81,1106.85225832,2880,0.3,0.13293413817882538,1.3717512369155884,0.06305794120766225,0.5734505325555801,0.6596094071865082,0.00035281408,5.468408584594727,0.4681091,10.981857347488404,,
290,55091,593920,10,406.4,1135.37646509,2890,0.3,0.1294780671596527,1.423008096218109,0.0003777026478019252,0.2920312561094761,0.8129077851772308,0.00035265024,4.354280471801758,0.06640679,9.780177927017212,,
291,55244,595968,10,388.83,1080.68575669,2900,0.3,0.1294543743133545,1.4191854536533355,-0.0021053826948627787,0.23860678067430854,0.7730060964822769,0.00035248640000000003,4.614329814910889,0.12248686,10.246445178985596,,
292,55401,598016,10,347.22,944.46015148,2910,0.3,0.12920521199703217,1.422103875875473,-0.014343374027521349,0.1367838559381198,0.8121980130672455,0.00035232256,4.575051784515381,0.04610969,12.639818906784058,,
,,600000,,,,2920,0.3,0.12937010824680328,1.4244587481021882,-0.01441293543204658,0.20600260980427265,0.8381031155586243,0.00035215872000000004,9.737207412719727,0.04500316,18.644252824783326,1064.4936661031097,336.8
293,55717,600064,10,336.22,910.2483029200001,,,,,,,,,,,,,
294,55865,602112,10,340.68,932.3532743199999,2930,0.3,0.12598153948783875,1.480296242237091,-0.007973697372653988,0.1766666696697939,0.8801777064800262,0.00035199488,5.716371536254883,0.04110168,12.01778793334961,,
295,56014,604160,10,355.87,986.2917528599999,2940,0.3,0.1261308193206787,1.4770273864269257,0.009668261146871382,0.2705338595900685,0.7103490829467773,0.00035183104,3.905963182449341,0.16640487,7.675771641731262,,
296,56162,606208,10,357.36,1001.3314821099998,2950,0.3,0.125947043299675,1.4797058165073396,0.0009477530117146693,0.3168619856238365,0.8010980784893036,0.0003516672,4.509722709655762,0.07203198,9.110563492774963,,
297,56309,608256,10,346.33,974.7392102700001,2960,0.3,0.1256074607372284,1.485275435447693,0.0023040821205359665,0.31389323249459267,0.7433462738990784,0.00035150336,2.9345929622650146,0.06198335,8.694862031936646,,
298,56464,610304,10,356.12,1012.5025684599999,2970,0.3,0.12549100816249847,1.4897090017795562,-0.004924908595858124,0.23735677413642406,0.8348762691020966,0.00035133952000000003,2.8576955795288086,0.07159659,6.903376317024231,,
299,56619,612352,10,363.0,1039.9622096100002,2980,0.3,0.1217205598950386,1.5522410035133363,-0.01266556314076297,0.1865625032049138,0.7675105482339859,0.00035117568,4.782336235046387,0.047251865,9.608760976791382,,
300,56779,614400,10,383.78,1112.39471126,2990,0.3,0.12168193608522415,1.5563666820526123,0.031983593088807535,0.481406257301569,0.7720304280519485,0.00035101184000000004,3.2044837474823,0.24994433,6.713565635681152,,
301,56934,616448,10,393.13,1148.17345826,3000,0.3,0.12190789729356766,1.555870372056961,0.03961004438344391,0.5412369951605797,0.7881134152412415,0.000350848,2.8938207626342773,0.1124115,8.834905195236207,,
302,57089,618496,10,402.3,1180.8811125200002,3010,0.3,0.12214406579732895,1.5518969893455505,0.010978836592985352,0.32785157263278963,0.7206819653511047,0.00035068416000000004,3.009748935699463,0.18921548,6.985359382629395,,
,,620000,,,,3020,0.3,0.12219535559415817,1.5511846125125885,0.007182603556429967,0.25462240129709246,0.7845377773046494,0.00035052032,4.781121730804443,0.089638054,11.060545349121094,2100.197114693746,604.4
303,57554,620544,10,414.35,1219.35586068,,,,,,,,,,,,,
304,57710,622592,10,422.27,1249.28894873,3030,0.3,0.11840808391571045,1.614426028728485,0.00984344031312503,0.4053125098347664,0.7305485308170319,0.00035035648,5.5906195640563965,0.3942827,11.14420223236084,,
305,57872,624640,10,432.47,1284.47388856,3040,0.3,0.11863572895526886,1.6166049540042877,0.010377908351947518,0.45572917759418485,0.7222980856895447,0.00035019264000000003,4.3312177658081055,0.30749482,11.974416351318359,,
306,58030,626688,10,441.85,1314.22948578,3050,0.3,0.11891250312328339,1.6145810663700104,0.014930820642621256,0.3894270919263363,0.6334191262722015,0.0003500288,3.9770915508270264,0.0909697,9.758734536170959,,
307,58188,628736,10,438.95,1303.01996691,3060,0.3,0.11903318762779236,1.612080204486847,-0.0026683655154193355,0.2658724017441273,0.7140995860099792,0.00034986496000000004,4.035254001617432,0.07154514,10.517069125175476,,
308,58351,630784,10,454.89,1354.2575172699999,3070,0.3,0.11913184821605682,1.6112678468227386,-0.003962706785823666,0.2666536524891853,0.825640857219696,0.00034970112,5.130422115325928,0.13226858,11.920237731933593,,
309,58512,632832,10,462.42,1381.2639220699996,3080,0.3,0.11598219722509384,1.6687870383262635,-0.008627231110585854,0.209453128874884,0.7413413226604462,0.00034953728000000004,3.428218364715576,0.08832339,9.502297568321229,,
310,58666,634880,10,468.03,1403.0699654500004,3090,0.3,0.11677339673042297,1.6611015319824218,0.04163861416745931,0.4710677176713943,0.7243339121341705,0.00034937344,3.307670831680298,0.33579552,8.979034304618835,,
311,58827,636928,10,483.51,1453.85424199,3100,0.3,0.11749312281608582,1.646023964881897,0.04756700170226393,0.5604817882180214,0.7023056447505951,0.00034920960000000005,4.483259201049805,0.22751866,10.683271408081055,,
312,59022,638976,10,476.23,1430.11591662,3110,0.3,0.11832781136035919,1.6338261663913727,0.058738295765360785,0.5144401162862777,0.6909696757793427,0.00034904576000000003,2.631093978881836,0.6667425,6.104390621185303,,
,,640000,,,,3120,0.3,0.11882906407117844,1.6219049394130707,0.008216088004337508,0.33324219435453417,0.7840898483991623,0.00034888192,4.490776538848877,0.07282169,13.46428337097168,1287.0711273857391,453.2
313,59378,641024,10,464.68,1396.0411082800003,,,,,,,,,,,,,
314,59539,643072,10,478.11,1436.4130507800003,3130,0.3,0.11560685187578201,1.676965779066086,-0.005600195824081311,0.1866015660809353,0.7559432536363602,0.00034871808000000004,5.828469753265381,0.05113139,13.355974149703979,,
315,59700,645120,10,500.72,1510.42363304,3140,0.3,0.11588376760482788,1.6733334898948669,-0.008620756708551197,0.19877604395151138,0.6681561172008514,0.00034855424,4.1073760986328125,0.046001963,10.06358551979065,,
316,59860,647168,10,508.82,1534.85958341,3150,0.3,0.11605663597583771,1.6743662655353546,0.014147554247174421,0.3760546982288361,0.7764541357755661,0.0003483904,3.5716958045959473,0.257605,8.928597545623779,,
317,60014,649216,10,527.08,1593.0376309899998,3160,0.3,0.11641807854175568,1.6732926666736603,-0.005401678218040473,0.2880208432674408,0.7895462960004807,0.00034822656,3.49981689453125,0.21809465,10.713945960998535,,
318,60156,651264,10,545.26,1644.38900455,3170,0.3,0.11634685099124908,1.671256387233734,-0.009428785069103362,0.19024740063468926,0.6860796511173248,0.00034806272,4.9577813148498535,0.050961733,9.061414289474488,,
319,60304,653312,10,554.09,1673.7002983799998,3180,0.3,0.11288349330425262,1.7336697161197663,0.020671118270547593,0.3428776079235831,0.2639291286468506,0.00034789888,11.291074752807617,0.061252918,57.00266799926758,,
320,60456,655360,10,563.66,1706.5916771900002,3190,0.3,0.11300427466630936,1.7328625977039338,-0.008894257500942259,0.2864062575623393,0.5279169976711273,0.00034773504,10.080947875976562,0.017508246,29.779284381866454,,
321,60603,657408,10,572.17,1739.4128960700002,3200,0.3,0.11293648183345795,1.7328724920749665,0.010354733458953191,0.3325390715152025,0.6618157625198364,0.00034757120000000004,3.5210258960723877,0.13751863,7.545246052742004,,
322,60751,659456,10,589.68,1796.7124322900002,3210,0.3,0.11310093104839325,1.733010870218277,0.0077590075903572146,0.29640625827014444,0.7311788499355316,0.00034740736,6.246800899505615,0.13955998,13.651924419403077,,
,,660000,,,,3220,0.3,0.11352217942476273,1.7285126149654388,0.0071966767229604935,0.28618490137159824,0.5577735006809235,0.00034724352000000005,6.395937442779541,0.060100496,13.030625200271606,2085.321427505929,630.6
323,61195,661504,10,586.45,1786.5525673499997,,,,,,,,,,,,,
324,61340,663552,10,578.0,1757.8107214199997,3230,0.3,0.1104685589671135,1.782144510746002,-0.006350067102175672,0.3063281313894549,0.833762988448143,0.00034707968,2.508496046066284,0.08888425,8.120684909820557,,
325,61487,665600,10,577.22,1754.66133945,3240,0.3,0.11058864742517471,1.7785914480686187,0.005895590921863913,0.2909244874492288,0.8193701207637787,0.00034691584,6.302606582641602,0.07146062,14.189676570892335,,
326,61636,667648,10,575.39,1750.5067512,3250,0.3,0.1104983314871788,1.7781908214092255,-0.011901678829745067,0.17751302495598792,0.743526816368103,0.00034675200000000003,6.212549686431885,0.042367935,12.999367904663085,,
327,61778,669696,10,565.34,1717.78732009,3260,0.3,0.11036718636751175,1.7817308604717255,0.008754199701361376,0.3567838627845049,0.7751885950565338,0.00034658816,4.274205684661865,0.23417771,8.080961871147156,,
328,61923,671744,10,569.95,1729.1380745500003,3270,0.3,0.11074727028608322,1.7795779764652253,0.012861959284637126,0.3649088632315397,0.8283905684947968,0.00034642432,3.7482879161834717,0.3272542,8.034353113174438,,
329,62076,673792,10,565.54,1713.7789252100001,3280,0.3,0.107817143201828,1.8351965487003326,-0.00831310858920915,0.23516927543096244,0.7742343693971634,0.00034626048000000007,2.333707094192505,0.06191214,7.462322926521301,,
330,62224,675840,10,565.52,1715.4196135500001,3290,0.3,0.10832751542329788,1.8296956419944763,-0.004935489994240783,0.2273307353258133,0.7326312363147736,0.00034609664000000005,4.50706148147583,0.091785245,9.341166615486145,,
331,62375,677888,10,565.17,1716.4700005599998,3300,0.3,0.10852064192295074,1.8254973769187928,-0.011498174272855977,0.3022395893931389,0.8061514645814896,0.0003459328,3.100735664367676,0.16153651,7.3895926713943485,,
332,62522,679936,10,574.85,1749.7114591799996,3310,0.3,0.10853204131126404,1.8267769753932952,0.014098757758038084,0.35575521290302276,0.830442875623703,0.00034576896000000005,4.0545477867126465,0.06605303,8.108788061141968,,
,,680000,,,,3320,0.3,0.10860364884138107,1.8284975171089173,-0.002029106613190379,0.30151042304933073,0.7387593984603882,0.00034560512000000003,3.833814859390259,0.057714578,7.554019856452942,1690.0654123045504,503.8
333,62928,681984,10,572.33,1741.9072240099995,,,,,,,,,,,,,
334,63083,684032,10,580.96,1771.5108400899999,3330,0.3,0.10552535951137543,1.8874208629131317,0.0032460666909173595,0.3676171973347664,0.7355872392654419,0.00034544128,4.253087520599365,0.17469457,7.875484132766724,,
335,63230,686080,10,586.19,1790.3733227399994,3340,0.3,0.10585340857505798,1.88516566157341,-0.004671260901959684,0.3198828145861626,0.7466863095760345,0.00034527744000000004,4.359182834625244,0.06592137,11.785329961776734,,
336,63376,688128,10,601.74,1842.6694201899995,3350,0.3,0.10609112679958344,1.8820730447769165,0.00042412745999165224,0.3085937529802322,0.7347275018692017,0.0003451136,3.8037002086639404,0.09878689,11.253160548210143,,
337,63527,690176,10,584.14,1790.0776587599998,3360,0.3,0.10646016150712967,1.878686386346817,0.009182731243272357,0.26619792394340036,0.7144224345684052,0.00034494976,3.7905101776123047,0.056461997,13.19003255367279,,
338,63673,692224,10,580.31,1778.3895551000003,3370,0.3,0.10378987342119217,1.9308397710323333,-0.0057156000773829875,0.239882818312617,0.8217058181762695,0.00034478592,4.715171813964844,0.06354937,11.738273000717163,,
339,63822,694272,10,573.88,1757.1354724799999,3380,0.3,0.10397009551525116,1.925779139995575,-0.0016432126541667813,0.24605469442903996,0.8417965322732925,0.00034462208,3.3288259506225586,0.06722759,9.160811352729798,,
340,63975,696320,10,569.84,1750.20470303,3390,0.3,0.10402752459049225,1.925306886434555,0.0003582002164330689,0.24240885972976683,0.690488874912262,0.00034445824,5.9950971603393555,0.06931715,11.976379871368408,,
341,64120,698368,10,574.4,1769.16146521,3400,0.3,0.10405154526233673,1.9254693329334258,-0.006127673226874286,0.2735807366669178,0.7968529760837555,0.0003442944,4.618380546569824,0.09530675,12.463836145401,,
,,700000,,,,3410,0.3,0.10412530601024628,1.9253599405288697,0.0025974765382125397,0.2504427146166563,0.7102859318256378,0.00034413056,3.410700559616089,0.19779186,9.722079992294312,2159.0106451553293,655.2
342,64519,700416,10,550.22,1696.9710479300002,,,,,,,,,,,,,
343,64667,702464,10,530.23,1648.1239512300003,3420,0.3,0.10160523653030396,1.9812020242214203,0.005245531559921801,0.3838671934616286,0.8220193982124329,0.00034396672,5.740382671356201,0.119152196,13.291607284545899,,
344,64823,704512,10,514.73,1601.8785332999998,3430,0.3,0.10196255892515182,1.9721120655536652,0.012634258586913204,0.4008593842387199,0.8278204053640366,0.00034380288000000005,6.773703098297119,0.12494932,12.46825876235962,,
345,64968,706560,10,510.88,1591.4873462099997,3440,0.3,0.1022953987121582,1.9669580698013305,-0.011975301735801658,0.23214844381436706,0.7942667007446289,0.00034363904,4.840446949005127,0.04982101,10.93161175251007,,
346,65117,708608,10,509.68,1588.7139691300001,3450,0.3,0.10250106453895569,1.9628929615020752,0.0022393360594286094,0.36529948487877845,0.8671630322933197,0.0003434752,2.234316825866699,0.306741,5.0915849804878235,,
347,65268,710656,10,521.22,1627.51298964,3460,0.3,0.1026240736246109,1.9618982195854187,0.01673569737205982,0.45910157114267347,0.7808791697025299,0.00034331136000000003,1.9019438028335571,0.27977222,7.155266737937927,,
348,65416,712704,10,518.24,1614.7384586800001,3470,0.3,0.1000857949256897,2.0187034606933594,0.023459626172552817,0.48071615569351706,0.8010775744915009,0.00034314752,3.5150609016418457,0.44192874,7.722561335563659,,
349,65565,714752,10,514.77,1601.2502865200001,3480,0.3,0.10065465420484543,2.0089954137802124,-0.003138178671652092,0.3817448031157255,0.8312975615262985,0.00034298368,2.721200942993164,0.3314703,6.19303605556488,,
350,65711,716800,10,526.12,1638.1233484400007,3490,0.3,0.10114936530590057,2.0012705326080322,-0.0023761801223736168,0.27023438066244126,0.8472646325826645,0.00034281984,3.048940896987915,0.03733363,8.287228989601136,,
351,65856,718848,10,538.56,1679.4949242499997,3500,0.3,0.10133232176303864,1.9980986833572387,0.006995011963881481,0.337070320174098,0.795640379190445,0.00034265600000000005,3.08693528175354,0.05990197,7.45636522769928,,
,,720000,,,,3510,0.3,0.10176250338554382,1.997107195854187,0.01540089025627811,0.43880208730697634,0.7068760991096497,0.00034249216,4.2866997718811035,0.16948298,7.585038518905639,1016.0761122683529,351.8
352,66146,720896,10,542.06,1689.7462987099998,,,,,,,,,,,,,
353,66293,722944,10,536.29,1666.9766177099998,3520,0.3,0.09905441105365753,2.0528163075447083,-0.00727984809782356,0.2697395899158437,0.7309577167034149,0.00034232832000000006,7.502038478851318,0.08359553,16.19204158782959,,
354,66443,724992,10,539.91,1678.6126622500003,3530,0.3,0.09933221340179443,2.050244891643524,0.008721094704232967,0.35335938036441805,0.8777638152241707,0.00034216448000000003,2.4509084224700928,0.20638126,5.620724415779113,,
355,66588,727040,10,543.23,1689.8446929700003,3540,0.3,0.09968921542167664,2.045809578895569,0.05240347345010399,0.4231901116669178,0.7252192795276642,0.00034200064,3.3422327041625977,0.18049327,8.925103759765625,,
356,66740,729088,10,523.32,1622.74780233,3550,0.3,0.0999498963356018,2.0411160588264465,-0.0071552872005838705,0.24522136356681584,0.8372607976198196,0.00034183680000000004,3.022886037826538,0.05214009,8.214899706840516,,
357,66887,731136,10,518.68,1605.3579372600004,3560,0.3,0.10019691288471222,2.039584243297577,-0.01218772911859558,0.17739583738148212,0.8067468553781509,0.00034167296,6.161709785461426,0.045264103,14.72606029510498,,
358,67036,733184,10,519.34,1605.7816606299998,3570,0.3,0.09734970331192017,2.0998534679412844,-0.008593108487548306,0.2198046926409006,0.7434431910514832,0.00034150912,2.5279366970062256,0.060010977,7.4678960800170895,,
359,67185,735232,10,506.47,1564.0226016399997,3580,0.3,0.09748168289661407,2.100188374519348,0.02298961171414704,0.42001302540302277,0.7121627032756805,0.00034134528,4.81756067276001,0.18149754,12.266682672500611,,
360,67338,737280,10,482.36,1483.5716590099996,3590,0.3,0.0976930558681488,2.096777641773224,0.013519755099550678,0.3556510519236326,0.8678783178329468,0.00034118144,3.2277562618255615,0.13418454,8.86442506313324,,
361,67488,739328,10,487.31,1501.10352399,3600,0.3,0.09795007109642029,2.092646372318268,0.005101023183669895,0.3096875101327896,0.8034516423940659,0.0003410176,4.7259840965271,0.18543044,11.351006174087525,,
,,740000,,,,3610,0.3,0.09844975173473358,2.086927366256714,-0.0051234958812710115,0.2948437564074993,0.7359032928943634,0.00034085376,5.980937480926514,0.07203507,13.406162309646607,3064.5912245362997,906.2
362,67994,741376,10,489.87,1512.4100709100003,,,,,,,,,,,,,
363,68140,743424,10,489.42,1515.6738478500001,3620,0.3,0.09584908932447433,2.1375463604927063,-0.0008711644011782482,0.34045573946204966,0.7225143909454346,0.00034068992,3.6570708751678467,0.15690489,8.779424619674682,,
364,68286,745472,10,503.64,1563.90915133,3630,0.3,0.09605656564235687,2.133279871940613,0.008311164471087906,0.29227865524590013,0.7264750301837921,0.00034052608,3.9532928466796875,0.06681318,8.677711391448975,,
365,68433,747520,10,502.56,1561.88855147,3640,0.3,0.09621667861938477,2.1312856316566466,0.022314122160896586,0.3383724056184292,0.6291487216949463,0.00034036224000000005,2.179457664489746,0.08697985,6.698409235477447,,
366,68580,749568,10,515.67,1607.9089954200003,3650,0.3,0.09675027430057526,2.1286280155181885,-0.014202084634453004,0.3427994877099991,0.8824597373604774,0.0003401984,2.7618861198425293,0.15415615,7.297227430343628,,
367,68732,751616,10,522.33,1629.7979751700007,3660,0.3,0.09684644639492035,2.121714401245117,0.06956557512283323,0.5722395941615105,0.7210901081562042,0.00034003456,1.6201955080032349,0.36574784,4.870579612255097,,
368,68880,753664,10,537.25,1681.3929466800005,3670,0.3,0.0937027782201767,2.180452799797058,-0.002651426231022924,0.36315105021058114,0.7252044379711151,0.00033987072000000003,3.235365390777588,0.1771941,7.7068531036376955,,
369,69028,755712,10,547.74,1717.4704545600005,3680,0.3,0.09373530000448227,2.1834770321846007,-0.000873214437160641,0.31776042431592944,0.7042624056339264,0.00033970688,2.6712021827697754,0.108969204,7.949762082099914,,
370,69174,757760,10,552.05,1733.4308374999996,3690,0.3,0.09407340735197067,2.180142879486084,0.01658648667595113,0.3911067821085453,0.7726390808820724,0.00033954304,2.842715263366699,0.20197067,6.769093084335327,,
371,69326,759808,10,564.72,1776.0756179900002,3700,0.3,0.09426791965961456,2.174376201629639,0.06403431786457077,0.5434244900941849,0.794587567448616,0.0003393792,3.399740695953369,0.6539095,11.110404920578002,,
,,760000,,,,3710,0.3,0.09449984133243561,2.1708372831344604,0.01301662205809393,0.38510417342185976,0.7603804767131805,0.00033921536,3.908358335494995,0.0975169,9.271167969703674,1352.6699399322272,419.4
372,69662,761856,10,560.03,1761.2016266800001,,,,,,,,,,,,,
373,69813,763904,10,554.11,1740.1713856299996,3720,0.3,0.09173949062824249,2.225796413421631,0.004302487663790089,0.3681510478258133,0.7241986095905304,0.00033905152,5.47941780090332,0.12495357,11.932754611968994,,
